ADDRESS,RD,INC_,TYPE_CODE,CALL_TYPE,LOC_CODE,CASE_NUMBER,TIME,DATE,DAY_FROM,DATE_FROM,TIME_FROM,DAY_TO,DATE_TO,TIME_TO,LOSS,DAMG,FID
2800 BLOCK S 70TH ST,182,29200,9100,FRAUD,21,B4-083385,1000,9/12/14,WED,9/10/14,1836,WED,9/10/14,1855,0,0,23016
21ST/SUMNER,97,27111,8600,NARCOTICS,1,B4-084237,1910,9/14/14,SUN,9/14/14,1910,,,,0,0,23017
25TH/O,71,27111,8600,NARCOTICS,1,B4-084009,124,9/14/14,SUN,9/14/14,124,,,,0,0,23018
1900 BLOCK S 13TH ST,94,42000,9400,VANDALISM,84,B4-083196,1516,9/11/14,WED,9/10/14,1800,THU,9/11/14,1200,0,100,23019
2300 BLOCK LYNN ST,27,24000,0,MISC OTHER,80,B4-083769,1140,9/13/14,FRI,9/12/14,2200,SAT,9/13/14,1100,0,0,23020
200 BLOCK GASLIGHT LN,137,42000,9400,VANDALISM,81,B4-083017,2218,9/10/14,WED,9/10/14,1800,WED,9/10/14,2200,0,10,23021
6500 BLOCK MONTICELLO DR,48,6000,5123,BURG RU NFE,80,B4-082765,830,9/10/14,TUE,9/9/14,2300,WED,9/10/14,730,800,0,23022
1600 BLOCK E ST ST,85,23500,6303,LFA $1-49,84,B4-083205,1540,9/11/14,THU,9/11/14,0,THU,9/11/14,1445,46,0,23023
7000 BLOCK S 14TH ST,165,29300,9100,FRAUD,90,B4-084240,1933,9/14/14,SUN,9/14/14,1740,SUN,9/14/14,1845,0,0,23024
7100 BLOCK ADAMS ST,41,23500,6303,LFA $1-49,84,B4-083393,1020,9/12/14,THU,9/11/14,2340,FRI,9/12/14,630,11,0,23025
4700 BLOCK N 27TH ST,116,5100,4152,ASLT NO WEAP,17,B4-084011,144,9/14/14,SUN,9/14/14,120,SUN,9/14/14,144,0,0,23026
1000 BLOCK S FOLSOM ST,154,42100,9400,VANDALISM,80,B4-083774,1112,9/13/14,SAT,9/13/14,30,,,,0,100,23027
1500 BLOCK GRACE AVE,15,8222,8800,WEAPONS,80,B4-083019,2226,9/10/14,WED,9/10/14,2220,WED,9/10/14,2225,0,0,23028
1400 BLOCK O ST,78,5000,4151,ASLT NO WEAP,3,B4-084013,135,9/14/14,SUN,9/14/14,130,SUN,9/14/14,135,0,0,23029
2900 BLOCK S 37TH ST,103,27111,8600,NARCOTICS,90,B4-083395,1033,9/12/14,FRI,9/12/14,1026,,,,0,0,23030
3100 BLOCK NORTH HILL RD,116,61111,8200,PHONE/COMP,84,B4-084242,1934,9/14/14,MON,9/1/14,0,SUN,9/14/14,1900,0,0,23031
000700 BLK N ST,21,41000,7100,AT CAR,1,B4-083213,1619,9/11/14,WED,9/10/14,1930,THU,9/11/14,1619,1100,0,23032
7300 BLOCK SILVERTHORN DR,217,25211,9510,MS PERS JUV,82,B4-083025,2235,9/10/14,,9/10/14,2215,,,,0,0,23033
6000 BLOCK S 88TH ST,186,23400,6602,LFB $50-199,80,B4-083788,1321,9/13/14,WED,9/10/14,1200,SAT,9/13/14,830,51,0,23034
2400 BLOCK JAMESON SOUTH,163,23500,6303,LFA $1-49,80,B4-082768,840,9/10/14,TUE,9/9/14,2300,WED,9/10/14,600,45,0,23035
1900 BLOCK D ST,67,25111,9500,MS PERS,75,B4-083484,1526,9/12/14,,9/12/14,830,,,,0,0,23036
3600 BLOCK N 60TH ST,6,13000,0,DISTURBNCE,84,B4-084246,1950,9/14/14,SUN,9/14/14,800,SUN,9/14/14,1949,0,0,23037
3800 BLOCK W O ST,150,42000,9400,VANDALISM,75,B4-083396,1034,9/12/14,FRI,9/12/14,1012,FRI,9/12/14,1014,0,100,23038
8300 BLOCK SUNRIDGE RD,44,5100,4152,ASLT NO WEAP,84,B4-084016,202,9/14/14,SUN,9/14/14,150,SUN,9/14/14,202,0,0,23039
2600 BLOCK ORCHARD ST,16,37000,3402,ROB NO WEAP,28,B4-083216,1628,9/11/14,THU,9/11/14,1625,THU,9/11/14,1628,21,0,23040
4000 BLOCK LENOX AVE,56,42000,9443,VAND/VEH,1,B4-083791,1326,9/13/14,THU,9/11/14,1,SAT,9/13/14,800,0,500,23041
1000 BLOCK ROSE ST,94,24255,0,PROT.ORDER,83,B4-083027,2301,9/10/14,WED,9/10/14,2245,WED,9/10/14,2300,0,0,23042
6100 BLOCK O ST,47,42000,9443,VAND/VEH,84,B4-082773,927,9/10/14,WED,8/27/14,1,WED,9/10/14,927,0,100,23043
1100 BLOCK N 27TH ST,16,27111,8600,NARCOTICS,1,B4-084248,1928,9/14/14,SUN,9/14/14,1928,,,,0,0,23044
7000 BLOCK S 14TH ST,165,23400,6603,LFB $1-49,90,B4-083397,1035,9/12/14,THU,9/11/14,1227,THU,9/11/14,1257,22,0,23045
1100 BLOCK W BOND ST,139,23500,6304,LFA ATTEMPT,24,B4-084017,204,9/14/14,SUN,9/14/14,200,SUN,9/14/14,204,0,0,23046
1000 BLOCK N ST,76,12000,0,DISTURBNCE,35,B4-083222,1643,9/11/14,THU,9/11/14,1643,,,,0,0,23047
3300 BLOCK R ST,30,23500,6303,LFA $1-49,1,B4-083799,1349,9/13/14,SAT,9/13/14,0,SAT,9/13/14,1300,4,0,23048
6900 BLOCK N STEAMBOAT DR,217,23500,6302,LFA $50-199,82,B4-083029,2333,9/10/14,THU,9/4/14,100,THU,9/4/14,400,100,0,23049
6400 BLOCK O ST,47,23300,6203,LSL $1-49,17,B4-083486,1532,9/12/14,FRI,9/12/14,1512,FRI,9/12/14,1514,3,0,23050
7700 BLOCK S 33RD ST,175,13000,0,DISTURBNCE,80,B4-084032,239,9/14/14,SAT,9/13/14,230,SUN,9/14/14,239,0,0,23051
1700 BLOCK S 22ND ST,97,25211,9510,MS PERS JUV,80,B4-083399,1034,9/12/14,,9/11/14,630,,,,0,0,23052
4000 BLOCK N 71ST ST,3,42000,9443,VAND/VEH,80,B4-084251,2009,9/14/14,SUN,9/14/14,1600,SUN,9/14/14,2005,0,200,23053
1000 BLOCK MULDER DR,51,42000,9400,VANDALISM,80,B4-083227,1645,9/11/14,THU,9/11/14,1530,THU,9/11/14,1645,0,100,23054
6900 BLOCK N STEAMBOAT DR,217,23500,6302,LFA $50-199,82,B4-083033,2355,9/10/14,THU,9/4/14,100,THU,9/4/14,400,100,0,23055
3300 BLOCK R ST,30,23600,6404,LAA ATTEMPT,1,B4-083802,1409,9/13/14,SAT,9/13/14,0,SAT,9/13/14,1300,0,0,23056
3000 BLOCK N 70TH ST,41,5000,4152,ASLT NO WEAP,24,B4-084039,252,9/14/14,SUN,9/14/14,250,SUN,9/14/14,252,0,0,23057
5600 BLOCK HUNTINGTON AVE,8,23800,6501,LSB $200 +,84,B4-083401,1040,9/12/14,THU,9/11/14,1500,FRI,9/12/14,830,450,0,23058
8700 BLOCK S 28TH ST,275,29500,9100,FRAUD,17,B4-084254,2025,9/14/14,SUN,9/14/14,1950,SUN,9/14/14,2012,0,0,23059
6100 BLOCK O ST,47,23400,6603,LFB $1-49,17,B4-083228,1709,9/11/14,WED,9/10/14,1648,WED,9/10/14,1703,10,0,23060
FAIR/29TH-30TH,14,27111,8600,NARCOTICS,1,B4-083035,2357,9/10/14,WED,9/10/14,2311,WED,9/10/14,2345,0,0,23061
4800 BLOCK N 15TH ST,131,5000,4152,ASLT NO WEAP,84,B4-083804,1412,9/13/14,SAT,9/13/14,1412,,,,0,0,23062
2900 BLOCK S 37TH ST,103,27111,8600,NARCOTICS,90,B4-083492,1554,9/12/14,FRI,9/12/14,1415,,,,0,0,23063
1200 BLOCK JONNA CT,154,13000,0,DISTURBNCE,82,B4-082774,849,9/10/14,WED,9/10/14,730,WED,9/10/14,800,0,0,23064
7100 BLOCK PIONEERS BLVD,183,40166,0,LIC CHECK,25,B4-083403,1041,9/12/14,FRI,9/12/14,1041,,,,0,0,23065
2900 BLOCK F ST,564,61000,8200,PHONE/COMP,80,B4-084258,2034,9/14/14,SUN,9/14/14,2027,SUN,9/14/14,2029,0,0,23066
1600 BLOCK G ST,85,23800,6501,LSB $200 +,82,B4-083229,1711,9/11/14,WED,9/10/14,1330,THU,9/11/14,800,300,0,23067
900 BLOCK NEW HAMPSHIRE ST,19,5000,4151,ASLT NO WEAP,3,B4-084047,311,9/14/14,SUN,9/14/14,245,SUN,9/14/14,311,0,0,23068
4100 BLOCK S 56TH ST,106,25211,9510,MS PERS JUV,76,B4-083039,8,9/11/14,,9/10/14,2330,,,,0,0,23069
300 BLOCK N 32ND ST,31,6000,5133,BURG RU ATT,83,B4-083815,1431,9/13/14,SAT,9/6/14,800,FRI,9/12/14,1500,0,50,23070
3400 BLOCK T ST,30,25211,9510,MS PERS JUV,80,B4-083495,1603,9/12/14,,9/12/14,1550,,,,0,0,23071
75TH/ADAMS,42,27111,8600,NARCOTICS,1,B4-083042,2354,9/10/14,WED,9/10/14,2354,WED,9/10/14,2354,0,0,23072
6100 BLOCK O ST,47,9200,7500,CHILD A/N,28,B4-083816,1445,9/13/14,SAT,9/13/14,1440,SAT,9/13/14,1445,0,0,23073
2500 BLOCK PINE LAKE RD,174,17100,9000,FORGERY,61,B4-083404,1043,9/12/14,MON,9/1/14,1245,,,,0,0,23074
3400 BLOCK N 85TH ST,193,23300,6203,LSL $1-49,17,B4-084268,2142,9/14/14,SUN,9/14/14,1430,SUN,9/14/14,1620,12,0,23075
3000 BLOCK N 70TH ST,41,5100,4152,ASLT NO WEAP,84,B4-084048,317,9/14/14,SUN,9/14/14,250,SUN,9/14/14,252,0,0,23076
20TH/ PROSPECT TO SUMNER,498,35222,0,SUSP PERS,1,B4-083230,1718,9/11/14,THU,9/11/14,1700,THU,9/11/14,1705,0,0,23077
4100 BLOCK BALDWIN AVE,11,23500,6303,LFA $1-49,84,B4-084271,2206,9/14/14,SAT,9/13/14,2200,SUN,9/14/14,1100,10,0,23078
5400 BLOCK S 56TH ST,180,17100,9000,FORGERY,61,B4-083405,1043,9/12/14,TUE,9/2/14,1652,,,,0,0,23079
5800 BLOCK ST PAUL AVE,8,5100,4152,ASLT NO WEAP,80,B4-083046,40,9/11/14,THU,9/11/14,25,THU,9/11/14,40,0,0,23080
2500 BLOCK PINE LAKE RD,174,23300,6202,LSL $50-199,83,B4-083825,1520,9/13/14,SAT,9/13/14,1457,SAT,9/13/14,1510,60,0,23081
1100 BLOCK F ST,86,23400,6602,LFB $50-199,83,B4-083235,1735,9/11/14,MON,8/25/14,1900,WED,9/10/14,1930,109,0,23082
200 BLOCK N 7TH ST,21,23500,6301,LFA $200 +,1,B4-084051,330,9/14/14,SUN,9/14/14,325,SUN,9/14/14,330,352,50,23083
8200 BLOCK TRAIL RIDGE CT,44,23900,6901,LAR $200 +,37,B4-083500,1558,9/12/14,FRI,9/5/14,0,FRI,9/12/14,700,2000,0,23084
500 BLOCK N 48TH ST,35,24244,0,TRESPASS,24,B4-082775,940,9/10/14,WED,9/10/14,930,WED,9/10/14,940,0,0,23085
2800 BLOCK HALLMARK CT,42,23900,6903,LAR $1-49,80,B4-083410,1105,9/12/14,THU,9/11/14,1322,,,,20,0,23086
5400 BLOCK W ST PAUL AVE,150,5100,4152,ASLT NO WEAP,80,B4-084272,2209,9/14/14,SUN,9/14/14,1700,SUN,9/14/14,1900,0,0,23087
2700 BLOCK N 11TH ST,125,23300,6203,LSL $1-49,21,B4-083830,1525,9/13/14,SAT,9/13/14,1523,,,,29,0,23088
4100 BLOCK S 56TH ST,106,25211,9510,MS PERS JUV,76,B4-083047,45,9/11/14,,9/10/14,2330,,,,0,0,23089
700 BLOCK NEW HAMPSHIRE ST,19,61111,8200,PHONE/COMP,80,B4-083236,1726,9/11/14,WED,9/10/14,2230,THU,9/11/14,1630,0,0,23090
4900 BLOCK AYLESWORTH AVE,39,25211,9510,MS PERS JUV,80,B4-084055,319,9/14/14,,9/13/14,2300,,,,0,0,23091
1700 BLOCK WASHINGTON ST,97,23300,6203,LSL $1-49,21,B4-083502,1619,9/12/14,FRI,9/12/14,1605,FRI,9/12/14,1619,14,0,23092
2700 BLOCK W ST,29,27111,8600,NARCOTICS,80,B4-084280,2244,9/14/14,SUN,9/14/14,2230,SUN,9/14/14,2243,0,0,23093
1000 BLOCK SOUTH ST,95,23400,6602,LFB $50-199,76,B4-083837,1543,9/13/14,SUN,8/31/14,600,SAT,9/13/14,1530,110,0,23094
200 BLOCK S 68TH ST,48,6000,5113,BURG RU FE,86,B4-083050,112,9/11/14,WED,9/10/14,2130,THU,9/11/14,35,35,0,23095
1200 BLOCK E ST,86,6000,5132,BURG RN ATT,84,B4-084061,434,9/14/14,SAT,9/13/14,2200,SUN,9/14/14,430,0,50,23096
2700 BLOCK EASTGATE ST,500,23500,6301,LFA $200 +,80,B4-083238,1746,9/11/14,WED,9/10/14,1,WED,9/10/14,700,400,0,23097
7000 BLOCK S 14TH ST,165,27111,8600,NARCOTICS,90,B4-083414,1119,9/12/14,FRI,9/12/14,943,FRI,9/12/14,1054,0,0,23098
1300 BLOCK N 26TH ST,16,23800,6501,LSB $200 +,80,B4-083421,1147,9/12/14,THU,9/11/14,1800,FRI,9/12/14,1100,350,0,23099
6400 BLOCK N 84TH ST,196,23900,6903,LAR $1-49,25,B4-084288,2250,9/14/14,SUN,9/14/14,2230,SUN,9/14/14,2250,32,0,23100
2900 BLOCK DUDLEY ST,15,8222,8800,WEAPONS,1,B4-083051,116,9/11/14,THU,9/11/14,110,THU,9/11/14,116,0,200,23101
4200 BLOCK S 27TH ST,509,29500,9100,FRAUD,17,B4-083242,1759,9/11/14,THU,9/11/14,1740,THU,9/11/14,1759,0,0,23102
1100 BLOCK N 14TH ST,24,31222,7410,OSCR,46,B4-083840,1622,9/13/14,FRI,9/12/14,2200,SAT,9/13/14,630,0,0,23103
1300 BLOCK SW 10TH ST,153,9500,7500,CHILD A/N,84,B4-084062,348,9/14/14,SUN,9/14/14,300,SUN,9/14/14,331,0,0,23104
000000 S 70TH ST,999,29300,9100,FRAUD,99,B4-083506,1639,9/12/14,THU,9/11/14,1700,FRI,9/12/14,1639,0,0,23105
7000 BLOCK S 14TH ST,165,27111,8600,NARCOTICS,90,B4-082777,953,9/10/14,WED,9/10/14,930,WED,9/10/14,947,0,0,23106
5500 BLOCK S 56TH ST,180,9200,7500,CHILD A/N,28,B4-083842,1630,9/13/14,SAT,9/13/14,1625,SAT,9/13/14,1630,0,0,23107
1200 BLOCK S 13TH ST,86,23500,6303,LFA $1-49,80,B4-083422,1148,9/12/14,FRI,9/12/14,1,FRI,9/12/14,830,2,0,23108
300 BLOCK N 27TH ST,31,29510,9100,FRAUD,36,B4-083254,1842,9/11/14,THU,9/11/14,1835,THU,9/11/14,1842,0,0,23109
56TH/R,36,27111,8600,NARCOTICS,1,B4-083052,114,9/11/14,THU,9/11/14,110,THU,9/11/14,113,0,0,23110
1300 BLOCK GOODHUE BLVD,85,23900,6902,LAR $50-199,83,B4-084064,503,9/14/14,SUN,9/14/14,300,SUN,9/14/14,430,76,0,23111
2800 BLOCK NW 53RD ST,150,5100,4152,ASLT NO WEAP,80,B4-083509,1648,9/12/14,FRI,9/12/14,1645,,,,0,0,23112
1300 BLOCK N 27TH ST,15,17400,9300,COUNTERFEIT,34,B4-083425,1159,9/12/14,THU,9/11/14,2122,,,,0,0,23113
5300 BLOCK SALT VALLEY VW,166,25211,9510,MS PERS JUV,84,B4-083256,1842,9/11/14,,9/11/14,1830,,,,0,0,23114
2500 BLOCK O ST,71,23300,6203,LSL $1-49,24,B4-083847,1639,9/13/14,SAT,9/13/14,1500,SAT,9/13/14,1639,2,0,23115
1000 BLOCK LINCOLN MALL,83,42000,9400,VANDALISM,35,B4-084069,617,9/14/14,FRI,9/12/14,1800,SUN,9/14/14,600,0,1200,23116
1000 BLOCK S 30TH ST,564,5100,4152,ASLT NO WEAP,80,B4-083060,230,9/11/14,THU,9/11/14,100,THU,9/11/14,220,0,0,23117
3400 BLOCK GRAINGER PKY,175,25211,9510,MS PERS JUV,82,B4-082778,953,9/10/14,,9/10/14,200,,,,0,0,23118
57TH/MORRILL,5,54111,9800,LOST/STOLE,99,B4-083426,1200,9/12/14,FRI,9/12/14,500,FRI,9/12/14,1200,121,0,23119
56TH/VAN DORN,181,9000,7500,CHILD A/N,3,B4-083848,1639,9/13/14,SAT,9/13/14,1630,SAT,9/13/14,1639,0,0,23120
3200 BLOCK S 13TH ST,111,9200,7500,CHILD A/N,21,B4-083260,1854,9/11/14,THU,9/11/14,1844,THU,9/11/14,1854,0,0,23121
3800 BLOCK LASALLE ST,177,54111,9800,LOST/STOLE,80,B4-084070,627,9/14/14,SUN,9/14/14,627,,,,2245,0,23122
4600 BLOCK HUNTINGTON ST,57,37000,3105,ROB GUN,84,B4-083061,242,9/11/14,THU,9/11/14,200,THU,9/11/14,215,800,0,23123
2300 BLOCK S 47TH ST,59,23600,6402,LAA $50-199,9,B4-083510,1645,9/12/14,MON,9/1/14,1200,FRI,9/12/14,1600,75,75,23124
900 BLOCK S 27TH ST,564,23310,6903,LAR $1-49,36,B4-082780,1010,9/10/14,TUE,9/9/14,1020,,,,10,0,23125
500 BLOCK J ST,88,23600,6403,LAA $1-49,34,B4-083430,1217,9/12/14,FRI,9/12/14,530,FRI,9/12/14,1200,18,0,23126
3800 BLOCK WEST O ST,150,61009,8200,PHONE/COMP,75,B4-083261,1818,9/11/14,WED,9/10/14,2122,WED,9/10/14,2122,0,0,23127
1400 BLOCK N 10TH ST,18,23400,6602,LFB $50-199,11,B4-083855,1659,9/13/14,FRI,9/12/14,2030,SAT,9/13/14,1300,119,0,23128
"28TH/RANDOLPH;NE CORNER",63,42000,9400,VANDALISM,3,B4-084075,730,9/14/14,SAT,9/13/14,2030,SUN,9/14/14,630,0,5,23129
1400 BLOCK N 22ND ST,17,6000,5122,BURG RN NFE,80,B4-083065,336,9/11/14,THU,9/11/14,320,THU,9/11/14,336,0,0,23130
200 BLOCK FURNAS AVE,134,5000,4122,ASLT KNIFE,81,B4-083857,1700,9/13/14,SAT,9/13/14,1630,SAT,9/13/14,1700,0,0,23131
100 BLOCK SW 48TH ST,151,23400,6602,LFB $50-199,36,B4-083266,1943,9/11/14,THU,9/11/14,1943,,,,120,0,23132
1100 BLOCK F ST,86,25111,9500,MS PERS,84,B4-084080,822,9/14/14,,9/14/14,230,,,,0,0,23133
7100 BLOCK S 91ST AVE,200,23600,6403,LAA $1-49,84,B4-083084,803,9/11/14,FRI,9/5/14,2300,SAT,9/6/14,700,10,0,23134
200 BLOCK TERRACE RD,44,51000,9211,EMBEZZLEMENT,80,B4-082781,1013,9/10/14,TUE,9/9/14,1230,WED,9/10/14,800,1,0,23135
6100 BLOCK O ST,47,12000,0,DISTURBNCE,28,B4-083515,1659,9/12/14,FRI,9/12/14,1650,FRI,9/12/14,1659,0,0,23136
2600 BLOCK RANDOLPH ST,470,27111,8600,NARCOTICS,10,B4-083269,1950,9/11/14,THU,9/11/14,1950,,,,0,0,23137
6900 BLOCK O ST,48,23300,6201,LSL $200 +,19,B4-083858,1701,9/13/14,TUE,9/9/14,2100,SAT,9/13/14,1500,499,0,23138
1100 BLOCK C ST,86,5000,4152,ASLT NO WEAP,88,B4-083096,912,9/11/14,THU,9/11/14,820,THU,9/11/14,912,0,0,23139
2400 BLOCK POTTER ST,13,29100,9100,FRAUD,1,B4-084084,836,9/14/14,SUN,9/14/14,750,,,,0,0,23140
23RD/P,71,27111,8600,NARCOTICS,3,B4-083859,1709,9/13/14,SAT,9/13/14,1650,,,,0,0,23141
5400 BLOCK W ST PAUL AVE,150,24244,0,TRESPASS,80,B4-083272,2000,9/11/14,THU,9/11/14,1730,THU,9/11/14,1945,0,0,23142
4900 BLOCK N 17TH ST,131,42000,9443,VAND/VEH,1,B4-084086,849,9/14/14,SAT,9/13/14,1830,SAT,9/13/14,2300,0,100,23143
4000 BLOCK N 18TH ST,129,9500,7500,CHILD A/N,80,B4-083097,917,9/11/14,THU,9/11/14,730,THU,9/11/14,745,0,0,23144
1800 BLOCK KNOX ST,127,24000,0,MISC OTHER,84,B4-083516,1701,9/12/14,FRI,9/12/14,1701,,,,0,0,23145
100 BLOCK Q ST,85,23400,6602,LFB $50-199,76,B4-082783,1027,9/10/14,SUN,9/7/14,700,SUN,9/7/14,1000,73,0,23146
2000 BLOCK N 28TH ST,14,23600,6403,LAA $1-49,84,B4-083860,1710,9/13/14,THU,9/11/14,2230,SAT,9/13/14,1400,8,0,23147
6700 BLOCK ASH HOLLOW LN,179,42000,9443,VAND/VEH,1,B4-084090,937,9/14/14,SUN,9/14/14,700,SUN,9/14/14,710,0,1500,23148
500 BLOCK N 23RD ST,26,41000,7350,AT VEH THEFT,84,B4-084091,944,9/14/14,SAT,9/13/14,2200,SUN,9/14/14,930,4000,500,23149
1000 BLOCK N 48TH ST,34,9800,7500,CHILD A/N,81,B4-082789,1040,9/10/14,MON,9/1/14,1,WED,9/10/14,1040,0,0,23150
900 BLOCK F ST,86,23400,6602,LFB $50-199,83,B4-083518,1659,9/12/14,FRI,8/22/14,UNK,,,,80,0,23151
500 BLOCK FLETCHER AV,218,5000,4152,ASLT NO WEAP,84,B4-083519,1705,9/12/14,FRI,9/12/14,100,,,,0,0,23152
48TH/VINE,36,27111,8600,NARCOTICS,1,B4-082790,1048,9/10/14,WED,9/10/14,1037,,,,0,0,23153
2100 BLOCK E ST,13,42000,9400,VANDALISM,35,B4-082792,1049,9/10/14,WED,9/10/14,800,WED,9/10/14,1000,0,1500,23154
4600 BLOCK LEWIS AVE,130,23400,6602,LFB $50-199,89,B4-083522,1653,9/12/14,FRI,9/12/14,1500,FRI,9/12/14,1647,100,0,23155
4400 BLOCK S 48TH ST,107,9900,7600,ADULT ABUSE,80,B4-083526,1733,9/12/14,WED,9/10/14,1200,FRI,9/12/14,1732,0,0,23156
1600 BLOCK GARFIELD ST,94,61111,8200,PHONE/COMP,84,B4-082795,1057,9/10/14,THU,8/21/14,1145,,,,0,0,23157
1100 BLOCK S 10TH ST,86,29500,9100,FRAUD,83,B4-082802,1101,9/10/14,TUE,7/29/14,0,WED,9/10/14,1101,0,0,23158
1200 BLOCK B ST,86,23400,6603,LFB $1-49,99,B4-083527,1711,9/12/14,MON,9/8/14,1200,THU,9/11/14,800,1,0,23159
7600 BLOCK FREMONT ST,41,38700,9722,IND EXPOSURE,10,B4-083532,1741,9/12/14,FRI,9/12/14,1740,FRI,9/12/14,1741,0,0,23160
2600 BLOCK N 63RD ST,8,5000,4152,ASLT NO WEAP,90,B4-082805,1115,9/10/14,WED,9/10/14,1100,WED,9/10/14,1105,0,0,23161
13TH/A,94,9300,7500,CHILD A/N,80,B4-082806,1126,9/10/14,WED,9/10/14,1125,,,,0,0,23162
2700 BLOCK D ST,564,23900,6901,LAR $200 +,83,B4-083542,1758,9/12/14,FRI,9/12/14,1130,FRI,9/12/14,1200,400,0,23163
800 BLOCK C ST,87,61000,8200,PHONE/COMP,80,B4-083544,1815,9/12/14,FRI,9/12/14,1530,FRI,9/12/14,1810,0,0,23164
3800 BLOCK F ST,61,25211,9510,MS PERS JUV,80,B4-082808,1130,9/10/14,,9/10/14,800,,,,0,0,23165
5100 BLOCK ADAMS ST,10,12000,0,DISTURBNCE,80,B4-082812,1133,9/10/14,MON,9/8/14,2000,,,,0,0,23166
12TH/Q,74,5000,4151,ASLT NO WEAP,1,B4-083549,1743,9/12/14,FRI,9/12/14,1450,FRI,9/12/14,1455,0,0,23167
4400 BLOCK N 73RD ST,3,11200,9910,DEATH,80,B4-083550,1829,9/12/14,WED,9/10/14,300,THU,9/11/14,2000,0,0,23168
5000 BLOCK W KINGSLEY ST,145,5000,4151,ASLT NO WEAP,1,B4-082813,1129,9/10/14,WED,9/10/14,1000,WED,9/10/14,1030,0,0,23169
500 BLOCK A ST,87,23400,6602,LFB $50-199,80,B4-082816,1133,9/10/14,MON,9/8/14,2000,WED,9/10/14,1100,50,0,23170
9TH/GARFIELD,94,9000,7500,CHILD A/N,3,B4-083559,1847,9/12/14,FRI,9/12/14,1835,FRI,9/12/14,1847,0,0,23171
2300 BLOCK CORNHUSKER HWY,127,23310,6903,LAR $1-49,36,B4-083560,1850,9/12/14,FRI,9/12/14,1843,FRI,9/12/14,1845,44,0,23172
1300 BLOCK S 16TH ST,85,42000,9400,VANDALISM,96,B4-082820,1159,9/10/14,WED,9/3/14,1200,WED,9/10/14,1155,0,500,23173
1400 BLOCK BURR ST,95,25211,9510,MS PERS JUV,80,B4-082825,1208,9/10/14,,9/10/14,1205,,,,0,0,23174
2900 BLOCK NW 12TH ST,139,29600,9195,LAR AS BAIL,86,B4-083561,1838,9/12/14,FRI,9/5/14,1,TUE,9/9/14,2359,0,0,23175
4700 BLOCK N 27TH ST,116,23300,6202,LSL $50-199,17,B4-083565,1904,9/12/14,FRI,9/12/14,1715,,,,69,0,23176
600 BLOCK PEACH ST,94,29500,9100,FRAUD,97,B4-082831,1221,9/10/14,WED,6/18/14,UNK,,,,0,0,23177
2600 BLOCK CORNHUSKER ST,123,29300,9100,FRAUD,21,B4-082832,1235,9/10/14,SUN,9/7/14,2303,SUN,9/7/14,2304,0,0,23178
3700 BLOCK FRANKLIN ST,60,27111,8600,NARCOTICS,80,B4-083567,1814,9/12/14,FRI,9/12/14,1808,,,,0,0,23179
1300 BLOCK SOUTH ST,94,9000,7500,CHILD A/N,59,B4-083568,1855,9/12/14,FRI,9/12/14,1800,FRI,9/12/14,1854,0,0,23180
2600 BLOCK S 14TH ST,95,23900,6902,LAR $50-199,80,B4-082833,1236,9/10/14,TUE,9/9/14,1630,TUE,9/9/14,1631,70,0,23181
2600 BLOCK N 63RD ST,8,23400,6602,LFB $50-199,90,B4-082855,1407,9/10/14,MON,9/8/14,800,TUE,9/9/14,800,75,0,23182
5300 BLOCK HALLSHIRE CT,179,39100,9621,PORNOGRAPHY,99,B4-083575,1928,9/12/14,FRI,11/1/13,0,FRI,9/12/14,1900,0,0,23183
100 BLOCK W FLETCHER AVE,140,5000,4111,ASLT GUN,36,B4-083579,1940,9/12/14,SUN,9/7/14,325,SUN,9/7/14,331,0,0,23184
5600 BLOCK BRIAR ROSA DR,177,23500,6304,LFA ATTEMPT,84,B4-082858,1415,9/10/14,TUE,9/9/14,2200,WED,9/10/14,1100,0,100,23185
1300 BLOCK N 66TH ST,46,40166,0,LIC CHECK,12,B4-082864,1430,9/10/14,WED,9/10/14,1430,,,,0,0,23186
33RD/O,62,9000,7500,CHILD A/N,1,B4-083582,1947,9/12/14,FRI,9/12/14,1945,FRI,9/12/14,1947,0,0,23187
4300 BLOCK SUMNER ST,59,23500,6301,LFA $200 +,1,B4-083586,1955,9/12/14,FRI,9/12/14,1915,FRI,9/12/14,1950,280,150,23188
2900 BLOCK D ST,564,42100,9400,VANDALISM,10,B4-082871,1420,9/10/14,MON,9/8/14,1600,WED,9/10/14,1200,0,200,23189
200 BLOCK S 25TH ST,70,5000,4152,ASLT NO WEAP,88,B4-082873,1500,9/10/14,WED,9/10/14,1350,,,,0,0,23190
5000 BLOCK N 27TH ST,116,23300,6202,LSL $50-199,17,B4-083592,2023,9/12/14,FRI,9/12/14,2005,,,,65,0,23191
2200 BLOCK C ST,466,5000,4152,ASLT NO WEAP,1,B4-083596,2040,9/12/14,FRI,9/12/14,2030,FRI,9/12/14,2040,0,0,23192
1800 BLOCK PIONEERS BLVD,162,24000,0,MISC OTHER,62,B4-082874,1500,9/10/14,WED,5/1/13,UNK,MON,9/1/14,UNK,0,0,23193
3000 BLOCK N 68TH ST,7,6000,5111,BURG RD FE,80,B4-082876,1505,9/10/14,TUE,9/9/14,1230,TUE,9/9/14,1500,0,10,23194
