RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,FID
B4-000474,2014/01/03 00:00:00+00,9999,"N 60,GLADSTONE to HARTLEY",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,19
B4-000147,2014/01/01 00:00:00+00,940,"S 56,NEBR HWY to SHADY CREEK",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,20
B4-002090,2014/01/08 00:00:00+00,1614,S 31 at LAREDO,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,21
B4-001925,2014/01/08 00:00:00+00,740,S 84 at SOUTH,INJURY,OTHER,2,1,NO,NO,NO,NO,NO,NO,NO,22
B4-000480,2014/01/02 00:00:00+00,1725,NORMAL at SOUTH,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,23
B4-000150,2014/01/01 00:00:00+00,1000,N 48 at CORNHUSKER,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,24
B4-000493,2014/01/02 00:00:00+00,9999,"S 13 & S 14,G & H to ALLEY",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,25
B4-000151,2014/01/01 00:00:00+00,1011,S 13 at SOUTH,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,26
B4-001928,2014/01/08 00:00:00+00,750,"SALTILLO,S 14 to S 25",INJURY,SIDE SWIPE,2,1,NO,NO,NO,NO,NO,YES,NO,27
B4-002091,2014/01/07 00:00:00+00,1800,"FOLKWAYS,N 27 to N 33",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,28
B4-000497,2014/01/02 00:00:00+00,1755,N 84 at HAVELOCK,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,29
B4-000159,2014/01/01 00:00:00+00,1050,SALT CREEK RDWY at N ANTELOPE VALL,INJURY,SIDE SWIPE,2,1,NO,NO,NO,NO,NO,YES,NO,30
B4-001939,2014/01/08 00:00:00+00,820,"NW 48,W HOLDREGE to W GARY GATELY",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,31
B4-000509,2014/01/02 00:00:00+00,1841,"OLD CHENEY,S 45 to S 48",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,32
B4-002522,2014/01/10 00:00:00+00,900,"S 70,L to O",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,33
B4-000161,2014/01/01 00:00:00+00,1048,BRUMMOND at COLLISTER RD,NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,34
B4-002526,2014/01/10 00:00:00+00,910,S 52 at SUMNER,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,35
B4-000516,2014/01/02 00:00:00+00,1904,VILLAGE DR at FAULKNER DR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,36
B4-000166,2014/01/01 00:00:00+00,1111,"N 27,TICONDEROGA to SUPERIOR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,37
B4-001942,2014/01/08 00:00:00+00,838,"CAPITOL PKWY,S 21 to S 22",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,38
B4-002093,2014/01/08 00:00:00+00,1615,"N 23,W to Y",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,39
B4-002529,2014/01/10 00:00:00+00,917,S 7 at ROSE,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,40
B4-000518,2014/01/02 00:00:00+00,1905,"CAPITOL PKWY W,S 9 to S FOLSOM",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,41
B4-000168,2014/01/01 00:00:00+00,1040,"A,S 22 to S 23",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,42
B4-002554,2014/01/08 00:00:00+00,9999,"MILITARY,N 10 to BESSIE",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,43
B4-000531,2014/01/02 00:00:00+00,2003,"R,N 48 to N 50",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,44
B4-001943,2014/01/08 00:00:00+00,815,UNKNOWN at -,NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,45
B4-002095,2014/01/08 00:00:00+00,1625,"VINE,N 44 to N 45",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,46
B4-002555,2014/01/10 00:00:00+00,1110,"A,COTTONWOOD to SYCAMORE",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,47
B4-000173,2014/01/01 00:00:00+00,1137,"HOLDREGE,N 56 to N 57",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,48
B4-000534,2014/01/02 00:00:00+00,9999,"S 38,TUSCON DR to SAN MATEO",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,49
B4-002564,2014/01/10 00:00:00+00,1135,"HWY 77,FLETCHER to HOLLAND",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,50
B4-000180,2014/01/01 00:00:00+00,1145,N 29 at Q,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,51
B4-001944,2014/01/08 00:00:00+00,834,HOMESTEAD at ROSA PARKS WAY,NON-INJ,RAN OFF ROAD,2,0,NO,NO,NO,NO,NO,NO,NO,52
B4-002096,2014/01/08 00:00:00+00,1638,"A,S 10 to S 11",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,53
B4-000550,2014/01/02 00:00:00+00,9999,"LEXINGTON,N 70 to N 71",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,54
B4-002589,2014/01/10 00:00:00+00,1304,"FLETCHER,TELLURIDE DR to N 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,55
B4-000182,2014/01/01 00:00:00+00,1202,NW 8 at W CORNHUSKER,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,56
B4-000559,2014/01/02 00:00:00+00,2313,"S 27,H to J",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,57
B4-001945,2014/01/08 00:00:00+00,850,"O,63 to 66",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,58
B4-002104,2014/01/08 00:00:00+00,1645,REGENCY at A,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,59
B4-002590,2014/01/10 00:00:00+00,1320,"S 56,M to N",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,60
B4-000183,2014/01/01 00:00:00+00,1200,S 70 at PINE LAKE,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,61
B4-000564,2014/01/02 00:00:00+00,2329,N 56 at CLEVELAND,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,62
B4-002597,2014/01/10 00:00:00+00,9999,"S 32,DIADEM to SEQUOIA",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,63
B4-000185,2014/01/01 00:00:00+00,1150,S 84 at VAN DORN,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,64
B4-001946,2014/01/08 00:00:00+00,855,"SUN VALLEY,OAK to SAUNDERS",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,65
B4-002106,2014/01/08 00:00:00+00,1640,FOXTAIL DR at LAROCHE RD,NON-INJ,HEAD ON,2,0,NO,NO,NO,NO,NO,NO,NO,66
B4-002599,2014/01/10 00:00:00+00,1337,"3801 W O, to",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,67
B4-000565,2014/01/02 00:00:00+00,2337,"P,N 11 to N 12",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,68
B4-000188,2014/01/01 00:00:00+00,1240,"STARVIEW,LIMESTONE to WYMAN",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,69
B4-002611,2014/01/10 00:00:00+00,1453,50 at O,INJURY,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,70
B4-001955,2014/01/08 00:00:00+00,940,S 14 at WARLICK,INJURY,RIGHT ANGLE,2,4,NO,NO,NO,NO,NO,NO,NO,71
B4-002108,2014/01/08 00:00:00+00,1702,S 27 at TIPPERARY,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,72
B4-002613,2014/01/09 00:00:00+00,1455,"SHERIDAN,S 27 to WOODSCREST",INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,73
B4-000612,2014/01/03 00:00:00+00,623,"CAPITOL PKWY W,S 9 to S FOLSOM",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,74
B4-000196,2014/01/01 00:00:00+00,1325,"N 48,AYLESWORTH to MARTIN",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,75
B4-002621,2014/01/10 00:00:00+00,1530,"NEBR HWY,S 14 to BROWER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,76
B4-000623,2014/01/03 00:00:00+00,755,"GRASSRIDGE,ESSEX to SOUTHWOOD DR",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,77
B4-001956,2014/01/08 00:00:00+00,9999,"HOMESTEAD EXP,ROSA PARKS WAY to W O",INJURY,PARKED,2,1,NO,NO,NO,NO,NO,NO,NO,78
B4-002110,2014/01/08 00:00:00+00,1712,"VINE,N 45 to N 48",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,79
B4-002640,2014/01/10 00:00:00+00,1603,N 24 at R,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,80
B4-000200,2014/01/01 00:00:00+00,1355,"CORNHUSKER,N 11 to N 14",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,81
B4-000626,2014/01/03 00:00:00+00,810,"S 17,DAKOTA to HIGH",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,82
B4-002646,2014/01/10 00:00:00+00,1626,"BROWNING,S 34 to S 32",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,83
B4-000201,2014/01/01 00:00:00+00,1403,"SUMNER,S 11 to S 12",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,84
B4-001966,2014/01/08 00:00:00+00,1030,"W CHANCELER,NW 4 to W CARRINE",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,85
B4-002112,2014/01/08 00:00:00+00,1720,S 18 at L,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,86
B4-002664,2014/01/10 00:00:00+00,1710,S 8 at SOUTH,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,87
B4-000632,2014/01/03 00:00:00+00,837,"E,GOODHUE BLVD to S 16",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,88
B4-000203,2014/01/01 00:00:00+00,1406,"NORMAL,GARFIELD to SUMNER",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,89
B4-002669,2014/01/10 00:00:00+00,1730,"GRAINGER PKWY,MCBRIDE AVE to MCKINTY LN",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,90
B4-000636,2014/01/03 00:00:00+00,800,S 14 at M,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,91
B4-001976,2014/01/08 00:00:00+00,1056,"S 48,ANTELOPE CREEK to NORMAL",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,92
B4-002113,2014/01/08 00:00:00+00,1726,"I 80,NW 12 to HOMESTEAD EXP",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,93
B4-002671,2014/01/10 00:00:00+00,1720,"OLD CHENEY,S 16 to S 18",INJURY,REAR END,4,1,NO,NO,NO,NO,NO,NO,NO,94
B4-000207,2014/01/01 00:00:00+00,1426,S 17 at SOUTH,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,95
B4-000647,2014/01/03 00:00:00+00,929,"O,29 to 30",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,96
B4-002672,2014/01/10 00:00:00+00,1720,1550 S CODDINGTO at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,97
B4-001979,2014/01/08 00:00:00+00,1109,"O,10 to 11",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,98
B4-002115,2014/01/08 00:00:00+00,1740,S 56 at SOUTH,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,99
B4-002682,2014/01/10 00:00:00+00,1834,S 27 at SOUTH,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,100
B4-000212,2014/01/01 00:00:00+00,1456,"S 40,NORMAL to SOUTH",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,101
B4-000648,2014/01/03 00:00:00+00,940,"S 10,K to LINCOLN MALL",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,102
B4-002691,2014/01/10 00:00:00+00,1940,2420 P at -,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,YES,NO,103
B4-000218,2014/01/01 00:00:00+00,1530,N 27 at SUPERIOR,NON-INJ,RIGHT ANGLE,3,0,NO,NO,NO,NO,NO,NO,NO,104
B4-001980,2014/01/08 00:00:00+00,1109,"N 17,R to VINE",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,105
B4-002116,2014/01/08 00:00:00+00,9999,"A,REGENCY to S 77",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,106
B4-002709,2014/01/10 00:00:00+00,2110,"S 40,GERTIE to NEBR HWY",NON-INJ,HEAD ON,2,0,NO,NO,NO,NO,NO,NO,NO,107
B4-000655,2014/01/02 00:00:00+00,9999,"N 18,NORTHGATE to ATLAS",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,108
B4-000219,2014/01/01 00:00:00+00,1529,S 40 at SHERIDAN,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,109
B4-002732,2014/01/11 00:00:00+00,2245,"S 84,AUGUSTA DR to WENDELL WAY",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,110
B4-000657,2014/01/03 00:00:00+00,1040,BRUMMOND at OMALLEY DR,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,111
B4-002733,2014/01/10 00:00:00+00,2250,"NORMAL,FRANKLIN to SOUTH",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,112
B4-000225,2014/01/01 00:00:00+00,1557,"N 14,ADAMS to BUTLER",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,113
B4-000661,2014/01/03 00:00:00+00,1054,S 56 at CALVERT,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,114
B4-002746,2014/01/10 00:00:00+00,2335,"NW 8,WESTWARD to GLACIER",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,115
B4-000229,2014/01/01 00:00:00+00,1610,"ELBA,N 12 to N 14",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,116
B4-000663,2014/01/03 00:00:00+00,1114,"CARNELIAN,BENNINGTON to S 37",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,117
B4-001982,2014/01/08 00:00:00+00,1110,N 27 at CORNHUSKER,NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,118
B4-002117,2014/01/08 00:00:00+00,9999,501 N 25 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,119
B4-002755,2014/01/10 00:00:00+00,2355,S 56 at SHADOW PINES DR,NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,120
B4-000233,2014/01/01 00:00:00+00,1650,"W VAN DORN,FOLSOM CONNECTOR to HOMESTEAD EXP",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,121
B4-000664,2014/01/03 00:00:00+00,9999,"WOODSDALE,JACKSON to S 27",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,122
B4-002815,2014/01/11 00:00:00+00,542,"S 84,PIONEERS to PRESCOTT",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,123
B4-000238,2014/01/01 00:00:00+00,1720,S 43 at F,INJURY H&R,RIGHT ANGLE,3,1,NO,NO,NO,NO,NO,YES,NO,124
B4-001983,2014/01/08 00:00:00+00,1116,"OLD CHENEY,CROSS CREEK to S 77",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,125
B4-002121,2014/01/08 00:00:00+00,1759,"O,35 to 37",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,126
B4-000666,2014/01/03 00:00:00+00,1120,SUMNER at CRESTLINE,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,127
B4-002821,2014/01/11 00:00:00+00,645,"CORNHUSKER,I 180 to N 11",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,128
B4-000241,2014/01/01 00:00:00+00,1731,N 16 at Q,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,129
B4-002823,2014/01/11 00:00:00+00,658,"FREMONT,N 57 to N 58",INJURY,HEAD ON,2,1,NO,NO,NO,NO,NO,YES,NO,130
B4-000667,2014/01/03 00:00:00+00,1126,"C,S 10 to S 9",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,131
B4-001988,2014/01/08 00:00:00+00,1137,"NEBR HWY,EIGER DR to S 84",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,132
B4-002126,2014/01/08 00:00:00+00,1810,S 13 at WASHINGTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,133
B4-002829,2014/01/11 00:00:00+00,751,"N 27,FAIRFIELD to OLD DAIRY RD",INJURY,DRIVEWAY,2,1,NO,NO,NO,NO,NO,NO,NO,134
B4-002832,2014/01/11 00:00:00+00,757,"PINE LAKE,NORRIS LN to STEPHANIE LN",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,135
B4-000242,2014/01/01 00:00:00+00,1733,S 16 at F,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,136
B4-000673,2014/01/03 00:00:00+00,1140,S 70 at NEBR HWY,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,137
B4-001991,2014/01/08 00:00:00+00,1142,"O,63 to 66",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,138
B4-002127,2014/01/08 00:00:00+00,1815,27 at O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,139
B4-002839,2014/01/11 00:00:00+00,9999,"IRVING,BEL RIDGE to N 15",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,140
B4-002840,2014/01/11 00:00:00+00,829,S 27 at PINE LAKE,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,141
B4-001993,2014/01/08 00:00:00+00,1155,S 84 at NEBR HWY,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,142
B4-002132,2014/01/08 00:00:00+00,1840,N 46 at R,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,143
B4-002842,2014/01/11 00:00:00+00,844,PINE LAKE at RIDGE RD,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,144
B4-000247,2014/01/01 00:00:00+00,1800,"A,S 18 to S 19",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,145
B4-000674,2014/01/03 00:00:00+00,1141,SW 8 at W GARFIELD,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,146
B4-001995,2014/01/08 00:00:00+00,1206,66 at O,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,147
B4-002161,2014/01/08 00:00:00+00,2116,"N COTNER,N 60 to N 62",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,148
B4-002844,2014/01/11 00:00:00+00,9999,"S 40,N to O",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,149
B4-000262,2014/01/01 00:00:00+00,1845,"TICONDEROGA,N 26 to N 27",NON-INJ H&R,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,150
B4-000676,2014/01/03 00:00:00+00,1140,"WINDING RIDGE RD,WINDING RIDGE CT to BARBARA",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,151
B4-002846,2014/01/11 00:00:00+00,845,S 56 at PINE LAKE,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,152
B4-001997,2014/01/08 00:00:00+00,1205,"VINE,N 28 to N 29",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,153
B4-002174,2014/01/08 00:00:00+00,2210,"A,S 17 to S 18",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,154
B4-002847,2014/01/11 00:00:00+00,530,419 FLETCHER at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,155
B4-000269,2014/01/01 00:00:00+00,1957,"S 49,LOWELL to MEREDETH",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,156
B4-000684,2014/01/03 00:00:00+00,1159,S 48 at CALVERT,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,157
B4-002848,2014/01/11 00:00:00+00,855,"S 14,NEBR HWY to PIONEERS",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,158
B4-002003,2014/01/08 00:00:00+00,1210,"OLD CHENEY,VANDERVOORT DR to NEBR HWY",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,159
B4-002187,2014/01/08 00:00:00+00,2345,"N COTNER,BALDWIN to MADISON",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,160
B4-002851,2014/01/11 00:00:00+00,859,"S 56,LONDON to OLD CHENEY",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,161
B4-000317,2014/01/02 00:00:00+00,115,"CORNHUSKER,N 27 to STATE FAIR PARK",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,162
B4-000686,2014/01/03 00:00:00+00,1218,"N 48,W to WILSHIRE",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,163
B4-002853,2014/10/11 00:00:00+00,858,"S 13,CALVERT to STOCKWELL",INJURY,HEAD ON,2,1,NO,NO,NO,NO,NO,NO,NO,164
B4-002005,2014/01/08 00:00:00+00,1219,"S FOLSOM,W SOUTH to W SOUTH",NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,165
B4-002231,2014/01/09 00:00:00+00,616,N ANTELOPE VALL at Q,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,166
B4-002855,2014/01/11 00:00:00+00,854,S 40 at M,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,167
B4-000336,2014/01/02 00:00:00+00,645,SALT CREEK RDWY at N ANTELOPE VALL,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,168
B4-000690,2014/01/03 00:00:00+00,1225,"NEBR HWY,S 66 to S 70",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,169
