RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,FID
B7-000725,2017/01/03 00:00:00+00,1420,"S 27,WILDERNESS HILLS to WHISPERING WIND",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,31
B7-000734,2017/01/03 00:00:00+00,1450,"O,10 to 11",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,32
B7-000737,2017/01/03 00:00:00+00,1444,"HOLDREGE,N 28 to N 29",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,33
B7-000738,2017/01/03 00:00:00+00,1454,S 45 at EAGLE RIDGE RD,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,34
B7-000753,2017/01/03 00:00:00+00,1540,O at COTNER,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,35
B7-000767,2017/01/03 00:00:00+00,1559,"N 70,DUDLEY to STARR",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,YES,NO,36
B7-000772,2017/01/03 00:00:00+00,1635,"S 33,YANKEE HILL to",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,37
B7-000774,2017/01/03 00:00:00+00,1638,"S 27,NEBR HWY to WOODS BLVD",NON-INJ,TURNING,3,0,NO,NO,NO,NO,NO,YES,NO,38
B7-000804,2017/01/03 00:00:00+00,1813,"N 27,T to VINE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,39
B7-000812,2017/01/03 00:00:00+00,1835,"NW 48,MIKE SCHOLL ST to W CUMING",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,YES,NO,40
B7-000845,2017/01/03 00:00:00+00,9999,"HUNTINGTON,N 53 to N 54",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,41
B7-000850,2017/01/04 00:00:00+00,2050,2960 PINE LAKE at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,42
B7-000860,2017/01/03 00:00:00+00,2150,2300 S 16 at -,INJURY,,2,2,NO,NO,NO,NO,NO,NO,NO,43
B7-000865,2017/01/03 00:00:00+00,2238,"FAIRFIELD,HARTLEY to N 20",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,44
B7-000917,2017/01/04 00:00:00+00,410,"MARLENE DR,S 16 to S 18",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,45
B7-000931,2017/01/04 00:00:00+00,751,"N 33,N 33 CR to RIDGE PARK DR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,46
B7-000933,2017/01/04 00:00:00+00,755,N 54 at LEIGHTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,47
B7-000977,2017/01/04 00:00:00+00,9999,S 40 at SHERIDAN,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,48
B7-000983,2017/01/04 00:00:00+00,1135,"VINE,N 70 to NORTHBOROUGH",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,49
B7-001000,2017/01/04 00:00:00+00,9999,116 S 16 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,50
B7-001014,2017/01/04 00:00:00+00,1413,"O,45 to 46",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,51
B7-001037,2017/01/04 00:00:00+00,1529,PARK CREST at NORMAL,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,52
B7-001078,2017/01/04 00:00:00+00,1540,"S 56,BANCROFT to CALVERT",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,53
B7-001082,2017/01/04 00:00:00+00,1804,"CORNHUSKER,HAVELOCK to HWY 77",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,54
B7-001084,2017/01/04 00:00:00+00,1810,"S 40,A to B",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,55
B7-001096,2017/01/04 00:00:00+00,1902,"S 16,C to D",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,56
B7-001097,2017/01/04 00:00:00+00,1910,N 70 at LEIGHTON,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,57
B7-001102,2017/01/04 00:00:00+00,1930,"N 1,CORNHUSKER to SAUNDERS",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,58
B7-001111,2017/01/04 00:00:00+00,2000,"P,N 56 to N COTNER",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,59
B7-001133,2017/01/04 00:00:00+00,2143,S 27 at NEBR HWY,INJURY,REAR END,2,2,NO,NO,NO,NO,NO,YES,NO,60
B7-001139,2017/01/04 00:00:00+00,2226,635 J at -,NON-INJ,,1,0,NO,NO,NO,NO,NO,YES,NO,61
B7-001145,2017/01/04 00:00:00+00,2325,S 48 at NEBR HWY,NON-INJ H&R,RIGHT ANGLE,3,0,NO,NO,NO,NO,NO,YES,NO,62
B7-001160,2017/01/05 00:00:00+00,146,"W P,NW ROUNDHOUSE to SUN VALLEY",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,63
B7-001168,2017/01/05 00:00:00+00,549,"S 46,COOPER to STOCKWELL",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,64
B7-001169,2017/01/05 00:00:00+00,545,"NEBR HWY,S 27 to PIONEERS",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,65
B7-001170,2017/01/05 00:00:00+00,550,HOLDREGE at N COTNER,NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,66
B7-001171,2017/01/05 00:00:00+00,549,20 at O,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,67
B7-001174,2017/01/05 00:00:00+00,635,"W VAN DORN,FOLSOM CONNECTOR to HOMESTEAD EXP",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,68
B7-001179,2017/01/05 00:00:00+00,708,"SUN VALLEY,OAK to SAUNDERS",NON-INJ,OTHER,2,0,NO,NO,NO,NO,NO,NO,NO,69
B7-001182,2017/01/05 00:00:00+00,733,S 13 at SOUTH,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,70
B7-001184,2017/01/05 00:00:00+00,736,"W O,W 44 to W 48",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,71
B7-001188,2017/01/05 00:00:00+00,745,N 20 at CORNHUSKER,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,72
B7-001190,2017/01/05 00:00:00+00,750,TAYLOR PARK at L,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,73
B7-001192,2017/01/05 00:00:00+00,800,OLD CHENEY at S 18,NON-INJ,TURNING,3,0,NO,NO,NO,NO,NO,YES,NO,74
B7-001193,2017/01/05 00:00:00+00,754,"N 84,LEXINGTON to LEIGHTON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,75
B7-001199,2017/01/05 00:00:00+00,812,S 56 at PINE LAKE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,76
B7-001203,2017/01/05 00:00:00+00,755,"N COTNER,ADAMS to CLEVELAND",NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,77
B7-001204,2017/01/05 00:00:00+00,848,"VAN DORN,S 6 to S 9",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,YES,78
B7-001205,2017/01/05 00:00:00+00,850,"S 9,HIGH to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,79
B7-001206,2017/01/05 00:00:00+00,815,S 14 at SOUTH,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,80
B7-001208,2017/01/05 00:00:00+00,855,"N,S 17 to S 18",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,81
B7-001209,2017/01/05 00:00:00+00,855,"N 27,FAIRFIELD to KNOX",NON-INJ,SIDE SWIPE,3,0,NO,NO,NO,NO,NO,YES,NO,82
B7-001210,2017/01/05 00:00:00+00,905,"TICONDEROGA,N 26 to N 27",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,83
B7-001216,2017/01/05 00:00:00+00,920,"N ANTELOPE VALL,SALT CREEK RDWY to N 17",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,84
B7-001218,2017/01/05 00:00:00+00,930,S 24 at GARFIELD,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,85
B7-001220,2017/01/05 00:00:00+00,930,"S 48,ANTELOPE CREEK to VAN DORN",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,86
B7-001221,2017/01/05 00:00:00+00,945,S 70 at SOUTH,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,87
B7-001223,2017/01/05 00:00:00+00,950,"O,46 to 48",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,88
B7-001227,2017/01/05 00:00:00+00,950,"FAULKNER DR,CAPE CHARLES DR to VILLAGE DR",NON-INJ,DRIVEWAY,0,0,NO,NO,NO,NO,NO,NO,NO,89
B7-001229,2017/01/05 00:00:00+00,1000,"MILITARY,N 10 to BESSIE",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,90
B7-001232,2017/01/05 00:00:00+00,1009,"P,CENTENNIAL MALL to N 16",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,91
B7-001234,2017/01/05 00:00:00+00,1015,S 11 at L,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,92
B7-001239,2017/01/05 00:00:00+00,9999,"NEBR HWY,CALVERT to PIONEERS",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,93
B7-001241,2017/01/05 00:00:00+00,1040,"CHARLESTON,N 10 to N 9",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,94
B7-001246,2017/01/05 00:00:00+00,1117,"N ANTELOPE VALL,MILITARY to SALT CREEK RDWY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,95
B7-001248,2017/01/05 00:00:00+00,1115,"S 17,F to G",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,96
B7-001250,2017/01/05 00:00:00+00,1125,"S 6,H to J",INJURY,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,97
B7-001252,2017/01/05 00:00:00+00,9999,"S 46,COOPER to STOCKWELL",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,98
B7-001254,2017/01/05 00:00:00+00,1139,S 48 at A,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,99
B7-001255,2017/01/05 00:00:00+00,1151,"N 29,O to P",INJURY H&R,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,100
B7-001851,2017/01/07 00:00:00+00,1555,"OLD CHENEY,HUNTS DR to CITY LIMITS",NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,101
B7-001856,2017/01/07 00:00:00+00,1627,"N 63,BENTON to COLFAX",NON-INJ,RAN OFF ROAD,2,0,NO,NO,NO,NO,NO,YES,NO,102
B7-001860,2017/01/07 00:00:00+00,1657,N 14 at SUPERIOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,103
B7-001863,2017/01/06 00:00:00+00,9999,"BRIARPARK,BODIE to HALLCLIFFE RD",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,104
B7-001866,2017/01/07 00:00:00+00,1703,N 33 at CORNHUSKER,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,105
B7-001876,2017/01/07 00:00:00+00,9999,"STOCKWELL,DUNN to WOODS BLVD",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,106
B7-001891,2017/01/07 00:00:00+00,9999,"HOLDREGE,N 24 to N 25",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,107
B7-001894,2017/01/07 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,108
B7-001900,2017/01/07 00:00:00+00,1958,5040 N 27 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,109
B7-001913,2017/01/07 00:00:00+00,2040,"S 48,ANTELOPE CREEK to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,110
B7-001947,2017/01/08 00:00:00+00,2324,"N 33,S to T",INJURY H&R,REAR END,1,1,NO,NO,NO,NO,NO,NO,NO,111
B7-001956,2017/01/07 00:00:00+00,2335,1501 OLD FARM RD at -,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,YES,NO,112
B7-001968,2017/01/08 00:00:00+00,39,"ORCHARD,N 46 to N 48",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,113
B7-001973,2017/01/08 00:00:00+00,105,5509 S 31 ST at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,114
B7-002005,2017/01/08 00:00:00+00,403,"STEPHANOS,ONYX to S 32",NON-INJ H&R,PARKED,3,0,NO,NO,NO,NO,NO,YES,NO,115
B7-002015,2017/01/08 00:00:00+00,9999,"N 48,FRANCIS to GARLAND",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,116
B7-002026,2017/01/08 00:00:00+00,9999,8321 KARL RIDGE at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,117
B7-002032,2017/01/08 00:00:00+00,1137,"S 56,NEBR HWY to SHADY CREEK",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,118
B7-002037,2017/01/08 00:00:00+00,1243,S 11 at D,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,119
B7-002041,2017/01/08 00:00:00+00,1306,"S 70,MONTEREY to SOUTH",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,120
B7-002043,2017/01/07 00:00:00+00,9999,"SW PAULWHITEHEAD,W FURRER AVE to W WELTER DR",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,121
B7-002053,2017/01/08 00:00:00+00,1405,"W E,S FOLSOM to HANNEMAN DR",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,122
B7-002088,2017/01/08 00:00:00+00,1710,"SW 31,W A to W WASHINGTON",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,123
B7-002090,2017/01/08 00:00:00+00,1721,W GARFIELD at S CODDINGTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,124
B7-002091,2017/01/08 00:00:00+00,1730,"N 27,DUDLEY to STARR",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,125
B7-002116,2017/01/08 00:00:00+00,9999,HOLDREGE at N 98,FATAL,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,126
B7-002188,2017/01/09 00:00:00+00,700,"S 70,A to TETON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,127
B7-002195,2017/01/09 00:00:00+00,745,S 14 at OLD FARM,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,128
B7-002196,2017/01/09 00:00:00+00,750,S 11 at A,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,129
B7-002202,2017/01/09 00:00:00+00,9999,"ENTERPRISE,FOLKWAYS to N 27",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,130
B7-002210,2017/01/09 00:00:00+00,855,N 27 at KNOX,NON-INJ,TURNING,3,0,NO,NO,NO,NO,NO,YES,NO,131
B7-002218,2017/01/06 00:00:00+00,9999,LAST at W SOUTH,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,132
B7-002225,2017/01/09 00:00:00+00,950,"OLD CHENEY,S 48 to S 49",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,133
B7-002241,2017/01/09 00:00:00+00,1100,"CORNHUSKER,HWY 77 to RUSSELL",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,134
B7-002246,2017/01/09 00:00:00+00,1107,"N 27,FAIRFIELD to KNOX",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,135
B7-002249,2017/01/09 00:00:00+00,1120,"S 16,N to O",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,136
B7-002270,2017/01/09 00:00:00+00,1255,"OLD CHENEY,S 41 to S 40",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,137
B7-002273,2017/01/09 00:00:00+00,1257,"E MANOR,MORNINGSIDE to RIVIERA",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,138
B7-002283,2017/01/09 00:00:00+00,1305,N 9 at Q,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,139
B7-002289,2017/01/09 00:00:00+00,9999,"MORTON,N 15 to ROCKFORD DR",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,140
B7-002299,2017/01/09 00:00:00+00,1445,"N 48,BENTON to CORNHUSKER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,141
B7-002306,2016/12/22 00:00:00+00,9999,2918 PINE LAKE at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,142
B7-002319,2017/01/09 00:00:00+00,1455,N 63 at BALDWIN,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,143
B7-002323,2017/01/09 00:00:00+00,1539,"S 56,LILLIBRIDGE to MYRTLE",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,144
B7-002329,2017/01/09 00:00:00+00,1609,NEBR HWY at APPLES WAY,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,145
B7-002331,2017/01/09 00:00:00+00,1556,"ADAMS,N 1 to N 3",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,146
B7-002337,2017/01/09 00:00:00+00,9999,"S 25,M to N",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,147
B7-002353,2017/01/09 00:00:00+00,9999,"S 20,G to J",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,148
B7-002385,2017/01/09 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,149
B7-002416,2017/01/09 00:00:00+00,2240,"NEBR HWY,PINE LAKE to S 70",INJURY H&R,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,150
B7-001256,2017/01/05 00:00:00+00,1150,"NEBR HWY,OLD CHENEY to APPLES WAY",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,151
B7-001262,2017/01/05 00:00:00+00,1138,"S 14,CENTERPARK to PIONEERS",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,YES,152
B7-001270,2017/01/05 00:00:00+00,1200,"S 13,E to F",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,153
B7-001273,2017/01/05 00:00:00+00,1224,"SW 33,W SUMNER to W ROSE",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,154
B7-001282,2017/01/05 00:00:00+00,1320,12 at O,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,155
B7-001290,2017/01/05 00:00:00+00,1100,N 66 at N COTNER,NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,156
B7-001302,2017/01/05 00:00:00+00,1420,"S 48,M to O",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,157
B7-001308,2017/01/05 00:00:00+00,1503,"S 70,MONTEREY to SOUTH",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,158
B7-001316,2017/01/05 00:00:00+00,1539,"N 48,O to R",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,YES,NO,159
B7-001319,2017/01/05 00:00:00+00,1545,N 38 at HOLDREGE,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,160
B7-001321,2017/01/05 00:00:00+00,9999,"N 19,R to S",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,161
B7-001322,2017/01/05 00:00:00+00,1554,"S 56,OTOE to VAN DORN",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,162
B7-001323,2017/01/05 00:00:00+00,1550,"W VAN DORN,S CODDINGTON to SW 16",INJURY,HEAD ON,2,1,NO,NO,NO,NO,NO,NO,NO,163
B7-001329,2017/01/05 00:00:00+00,1631,"VAN DORN,S 48 to S 51",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,164
B7-001330,2017/01/05 00:00:00+00,1631,"BRIARPARK,S 40 to STONECLIFFE",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,165
B7-001331,2017/01/05 00:00:00+00,1630,"O,66 to 68",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,166
B7-001335,2017/01/05 00:00:00+00,1654,"BALDWIN,N 65 to N COTNER",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,167
B7-001337,2017/01/05 00:00:00+00,1659,S 8 at B,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,168
B7-001345,2017/01/06 00:00:00+00,1718,N 59 at AYLESWORTH,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,169
B7-001349,2017/01/05 00:00:00+00,1739,"PINE LAKE,S 40 to S 42",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,170
B7-001351,2017/01/05 00:00:00+00,1615,N 93 at LEIGHTON,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,171
B7-001355,2017/01/05 00:00:00+00,1817,"GARRET LN,S 14 to S 16",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,172
