SalePrice,Id,LotArea,BsmtUnfSF,TotalBsmtSF,GrLivArea,GarageArea,LotFrontage,1stFlrSF,YearBuilt,MasVnrArea,BsmtFinSF1,OpenPorchSF,WoodDeckSF,MoSold,YearRemodAdd,2ndFlrSF,OverallCond,GarageYrBlt,ScreenPorch,BsmtFinSF2
249700.0,48,11096,1632.0,1656.0,1656,826.0,84.0,1656,2006,0.0,24.0,146,0,7,2006,0,5,2006.0,0,0.0
113000.0,49,4456,736.0,736.0,1452,0.0,33.0,736,1920,0.0,0.0,0,0,6,2008,716,5,0.0,0,0.0
127000.0,50,7742,192.0,955.0,955,386.0,66.0,955,1966,0.0,763.0,0,0,1,1966,0,7,1966.0,0,0.0
177000.0,51,13869,612.0,794.0,1470,388.0,69.30579531442663,794,1997,0.0,182.0,75,0,7,1997,676,6,1997.0,0,0.0
114500.0,52,6240,816.0,816.0,1176,528.0,52.0,816,1934,0.0,0.0,0,112,9,1950,0,6,1985.0,0,0.0
110000.0,53,8472,0.0,816.0,816,516.0,110.0,816,1963,0.0,104.0,0,106,5,1963,0,5,1963.0,0,712.0
385000.0,54,50271,32.0,1842.0,1842,894.0,68.0,1842,1981,0.0,1810.0,72,857,11,1987,0,5,1981.0,0,0.0
130000.0,55,7134,0.0,384.0,1360,572.0,60.0,1360,1955,0.0,384.0,50,0,2,1955,0,5,1962.0,0,0.0
180500.0,56,10175,935.0,1425.0,1425,576.0,100.0,1425,1964,272.0,490.0,0,0,7,1964,0,5,1964.0,0,0.0
172500.0,57,2645,321.0,970.0,1739,480.0,24.0,983,1999,456.0,649.0,0,115,8,2000,756,5,1999.0,0,0.0
196500.0,58,11645,860.0,860.0,1720,565.0,89.0,860,2004,0.0,0.0,70,0,8,2004,860,5,2004.0,0,0.0
438780.0,59,13682,1410.0,1410.0,2945,641.0,66.0,1426,2006,1031.0,0.0,0,192,10,2006,1519,5,2006.0,0,0.0
124900.0,60,7200,148.0,780.0,780,352.0,60.0,780,1972,0.0,632.0,0,196,1,1972,0,7,1973.0,0,0.0
158000.0,61,13072,217.0,1158.0,1158,576.0,63.0,1158,2004,0.0,941.0,50,0,5,2004,0,5,2006.0,0,0.0
101000.0,62,7200,530.0,530.0,1111,288.0,60.0,581,1920,0.0,0.0,0,0,3,1996,530,7,1935.0,0,0.0
202500.0,63,6442,1346.0,1370.0,1370,484.0,44.0,1370,2006,178.0,24.0,49,120,10,2006,0,5,2006.0,0,0.0
140000.0,64,10300,576.0,576.0,1710,480.0,50.0,902,1921,0.0,0.0,11,12,4,1950,808,6,1990.0,0,0.0
219500.0,65,9375,318.0,1057.0,2034,645.0,69.30579531442663,1057,1997,573.0,739.0,36,576,2,1998,977,5,1998.0,0,0.0
317000.0,66,9591,1143.0,1143.0,2473,852.0,76.0,1143,2004,344.0,0.0,151,192,10,2005,1330,5,2004.0,0,0.0
180000.0,67,19900,1035.0,1947.0,2207,576.0,69.30579531442663,2207,1970,287.0,912.0,0,301,7,1989,0,5,1970.0,0,0.0
226000.0,68,10665,440.0,1453.0,1479,558.0,72.0,1479,2003,167.0,1013.0,29,144,6,2003,0,5,2003.0,0,0.0
80000.0,69,4608,747.0,747.0,747,220.0,47.0,747,1945,0.0,0.0,0,0,6,1950,0,6,1945.0,0,0.0
225000.0,70,15593,701.0,1304.0,2287,667.0,81.0,1304,1953,0.0,603.0,21,0,7,1953,983,4,1953.0,0,0.0
244000.0,71,13651,343.0,2223.0,2223,516.0,95.0,2223,1973,1115.0,1880.0,0,300,2,1973,0,6,1973.0,0,0.0
129500.0,72,7599,280.0,845.0,845,360.0,69.0,845,1982,0.0,565.0,0,0,6,2006,0,6,1987.0,0,0.0
185000.0,73,10141,832.0,832.0,1718,427.0,74.0,885,1998,40.0,0.0,94,0,12,1998,833,5,1998.0,291,0.0
144900.0,74,10200,404.0,1086.0,1086,490.0,85.0,1086,1954,104.0,320.0,0,0,5,2003,0,7,1989.0,0,362.0
107400.0,75,5790,840.0,840.0,1605,379.0,60.0,840,1915,0.0,0.0,0,0,5,1950,765,6,1915.0,0,0.0
91000.0,76,1596,0.0,462.0,988,297.0,21.0,526,1973,0.0,462.0,101,120,11,1973,462,5,1973.0,0,0.0
135750.0,77,8475,724.0,952.0,952,283.0,69.30579531442663,952,1956,0.0,228.0,0,0,4,1956,0,7,1956.0,0,0.0
127000.0,78,8635,295.0,672.0,1285,240.0,50.0,1072,1948,0.0,336.0,0,0,1,2001,213,5,1948.0,0,41.0
136500.0,79,10778,1768.0,1768.0,1768,0.0,72.0,1768,1968,0.0,0.0,0,0,4,1968,0,5,0.0,0,0.0
110000.0,80,10440,440.0,440.0,1230,440.0,60.0,682,1910,0.0,0.0,0,74,5,1981,548,6,1966.0,0,0.0
193500.0,81,13000,448.0,896.0,2142,509.0,100.0,1182,1968,576.0,448.0,72,0,6,1968,960,6,1968.0,252,0.0
153500.0,82,4500,36.0,1237.0,1337,405.0,32.0,1337,1998,443.0,1201.0,199,0,3,1998,0,5,1998.0,0,0.0
245000.0,83,10206,1530.0,1563.0,1563,758.0,78.0,1563,2007,468.0,33.0,99,144,10,2007,0,5,2007.0,0,0.0
126500.0,84,8892,1065.0,1065.0,1065,461.0,80.0,1065,1960,66.0,0.0,0,74,7,1960,0,5,1974.0,0,0.0
168500.0,85,8530,384.0,384.0,1474,400.0,69.30579531442663,804,1995,22.0,0.0,72,120,5,1996,670,5,1995.0,0,0.0
260000.0,86,16059,1288.0,1288.0,2417,462.0,121.0,1301,1991,284.0,0.0,82,127,4,1992,1116,5,1991.0,0,0.0
174000.0,87,11911,684.0,684.0,1560,400.0,122.0,684,2005,0.0,0.0,38,100,3,2005,876,5,2005.0,0,0.0
164500.0,88,3951,612.0,612.0,1224,528.0,40.0,612,2009,76.0,0.0,234,0,6,2009,612,5,2009.0,0,0.0
85000.0,89,8470,1013.0,1013.0,1526,0.0,105.0,1013,1915,0.0,0.0,0,0,10,1982,0,2,0.0,0,0.0
123600.0,90,8070,402.0,990.0,990,0.0,60.0,990,1994,0.0,588.0,0,0,8,1995,0,5,0.0,0,0.0
109900.0,91,7200,0.0,0.0,1040,420.0,60.0,1040,1950,0.0,0.0,29,0,7,1950,0,5,1950.0,0,0.0
98600.0,92,8500,635.0,1235.0,1235,480.0,85.0,1235,1961,203.0,600.0,0,0,12,1961,0,3,1961.0,0,0.0
163500.0,93,13360,163.0,876.0,964,432.0,80.0,964,1921,0.0,713.0,0,0,8,2006,0,7,1921.0,0,0.0
133900.0,94,7200,168.0,1214.0,2291,506.0,60.0,1260,1910,0.0,1046.0,0,0,11,1998,1031,6,1900.0,99,0.0
204750.0,95,9337,176.0,824.0,1786,684.0,69.0,905,1997,0.0,648.0,162,0,5,1997,881,5,1997.0,0,0.0
185000.0,96,9765,370.0,680.0,1470,420.0,69.30579531442663,680,1993,68.0,310.0,63,232,4,1993,790,8,1993.0,0,0.0
214000.0,97,10264,426.0,1588.0,1588,472.0,78.0,1588,1999,183.0,1162.0,29,158,8,1999,0,5,1999.0,0,0.0
94750.0,98,10921,440.0,960.0,960,432.0,73.0,960,1965,48.0,520.0,0,120,5,1965,0,5,1965.0,0,0.0
83000.0,99,10625,350.0,458.0,835,366.0,85.0,835,1920,0.0,108.0,0,0,5,1950,0,5,1920.0,0,0.0
128950.0,100,9320,381.0,950.0,1225,0.0,77.0,1225,1959,0.0,569.0,0,352,1,1959,0,5,0.0,0,0.0
205000.0,101,10603,410.0,1610.0,1610,480.0,69.30579531442663,1610,1977,28.0,1200.0,68,168,2,2001,0,7,1977.0,0,0.0
178000.0,102,9206,741.0,741.0,1732,476.0,77.0,977,1985,336.0,0.0,46,192,6,1985,755,5,1985.0,0,0.0
118964.0,103,7018,0.0,0.0,1535,410.0,64.0,1535,1979,0.0,0.0,0,0,6,1979,0,5,1979.0,0,0.0
198900.0,104,10402,1226.0,1226.0,1226,740.0,94.0,1226,2009,0.0,0.0,36,0,5,2009,0,5,2009.0,0,0.0
169500.0,105,7758,816.0,1040.0,1818,240.0,69.30579531442663,1226,1931,600.0,224.0,0,0,6,1950,592,4,1951.0,184,0.0
250000.0,106,9375,1053.0,1053.0,1992,648.0,75.0,1053,2003,768.0,0.0,45,140,8,2004,939,5,2003.0,0,0.0
100000.0,107,10800,641.0,641.0,1047,273.0,60.0,1047,1885,0.0,0.0,0,0,8,1995,0,7,1954.0,0,0.0
115000.0,108,6000,516.0,789.0,789,250.0,50.0,789,1948,0.0,104.0,0,0,4,1950,0,5,1948.0,0,169.0
115000.0,109,8500,793.0,793.0,1517,0.0,85.0,997,1919,0.0,0.0,0,0,8,2005,520,7,0.0,0,0.0
190000.0,110,11751,1139.0,1844.0,1844,546.0,105.0,1844,1977,480.0,705.0,122,0,1,1977,0,6,1977.0,0,0.0
136900.0,111,9525,550.0,994.0,1855,325.0,75.0,1216,1954,0.0,444.0,0,182,10,1972,639,4,1954.0,0,0.0
180000.0,112,7750,134.0,384.0,1430,400.0,69.30579531442663,774,2000,0.0,250.0,0,180,4,2000,656,5,2000.0,0,0.0
383970.0,113,9965,280.0,1264.0,2696,792.0,77.0,1282,2007,220.0,984.0,184,120,10,2007,1414,5,2007.0,168,0.0
217000.0,114,21000,905.0,1809.0,2259,450.0,69.30579531442663,2259,1953,184.0,35.0,120,166,10,1953,0,5,1953.0,0,869.0
259500.0,115,7259,104.0,1028.0,2320,180.0,61.0,1436,1945,0.0,774.0,0,224,7,2002,884,8,1945.0,0,150.0
176000.0,116,3230,310.0,729.0,1458,440.0,34.0,729,1999,1129.0,419.0,32,0,6,1999,729,5,1999.0,0,0.0
139000.0,117,11616,252.0,1092.0,1092,288.0,69.30579531442663,1092,1962,116.0,170.0,20,0,9,1962,0,5,1962.0,0,670.0
155000.0,118,8536,1125.0,1125.0,1125,430.0,74.0,1125,2006,0.0,0.0,64,80,4,2007,0,5,2007.0,0,0.0
320000.0,119,12376,203.0,1673.0,3222,594.0,90.0,1699,1990,0.0,1470.0,0,367,5,1990,1523,5,1990.0,0,0.0
163990.0,120,8461,728.0,728.0,1456,390.0,65.0,728,2005,0.0,0.0,24,0,7,2006,728,5,2005.0,0,0.0
180000.0,121,21453,0.0,938.0,988,540.0,69.30579531442663,988,1969,0.0,938.0,130,0,10,1969,0,5,1969.0,0,0.0
100000.0,122,6060,732.0,732.0,1123,264.0,50.0,772,1939,0.0,0.0,0,0,6,1950,351,5,1979.0,0,0.0
136000.0,123,9464,510.0,1080.0,1080,288.0,75.0,1080,1958,135.0,570.0,0,0,6,1958,0,7,1958.0,130,0.0
153900.0,124,7892,899.0,1199.0,1199,530.0,55.0,1199,1993,0.0,300.0,63,0,3,1993,0,5,1993.0,0,0.0
181000.0,125,17043,1362.0,1362.0,1586,435.0,48.0,1586,1979,0.0,0.0,0,192,1,1998,0,5,1979.0,0,0.0
84500.0,126,6780,30.0,520.0,754,0.0,60.0,520,1935,0.0,490.0,0,53,6,1982,0,8,0.0,0,0.0
128000.0,127,4928,958.0,1078.0,958,440.0,69.30579531442663,958,1976,0.0,120.0,205,0,2,1976,0,5,1977.0,0,0.0
87000.0,128,4388,556.0,672.0,840,0.0,55.0,840,1930,0.0,116.0,0,0,6,1950,0,7,0.0,0,0.0
155000.0,129,7590,148.0,660.0,1348,453.0,69.0,660,1966,266.0,512.0,108,188,7,1966,688,5,1966.0,0,0.0
150000.0,130,8973,413.0,1008.0,1053,750.0,69.0,1053,1958,85.0,567.0,80,0,7,1991,0,7,1998.0,0,28.0
226000.0,131,14200,479.0,924.0,2157,487.0,88.0,1216,1966,309.0,445.0,66,105,5,1966,941,6,1966.0,0,0.0
244000.0,132,12224,297.0,992.0,2054,390.0,69.30579531442663,1022,2000,40.0,695.0,48,24,7,2000,1032,5,2000.0,0,0.0
150750.0,133,7388,658.0,1063.0,1327,624.0,75.0,1327,1959,0.0,405.0,0,0,7,2002,0,6,1974.0,0,0.0
220000.0,134,6853,262.0,1267.0,1296,471.0,69.30579531442663,1296,2001,136.0,1005.0,25,192,6,2002,0,5,2001.0,0,0.0
180000.0,135,10335,891.0,1461.0,1721,440.0,78.0,1721,1968,0.0,570.0,96,0,7,1993,0,6,1968.0,0,0.0
174000.0,136,10400,1304.0,1304.0,1682,530.0,80.0,1682,1970,288.0,0.0,0,98,5,1970,0,6,1970.0,0,0.0
143000.0,137,10355,519.0,1214.0,1214,318.0,69.30579531442663,1214,1967,196.0,695.0,111,0,7,1967,0,5,1967.0,0,0.0
171000.0,138,11070,1907.0,1907.0,1959,766.0,82.0,1959,1988,70.0,0.0,0,0,7,1989,0,5,1989.0,0,0.0
230000.0,139,9066,336.0,1004.0,1852,660.0,73.0,1004,1999,320.0,668.0,106,224,12,2000,848,5,1999.0,0,0.0
231500.0,140,15426,107.0,928.0,1764,470.0,65.0,928,1997,0.0,821.0,99,276,8,1997,836,5,1997.0,0,0.0
115000.0,141,10500,432.0,864.0,864,0.0,70.0,864,1971,0.0,432.0,0,0,4,1971,0,5,0.0,0,0.0
260000.0,142,11645,434.0,1734.0,1734,660.0,78.0,1734,2005,0.0,1300.0,24,160,1,2005,0,5,2005.0,0,0.0
166000.0,143,8520,403.0,910.0,1385,720.0,71.0,910,1952,0.0,507.0,0,0,6,1952,475,4,2000.0,0,0.0
204000.0,144,10335,811.0,1490.0,1501,577.0,78.0,1501,1999,183.0,679.0,29,144,6,1999,0,5,1999.0,0,0.0
125000.0,145,9100,396.0,1728.0,1728,504.0,70.0,1728,1963,336.0,1332.0,0,0,11,1963,0,5,1963.0,0,0.0
130000.0,146,2522,970.0,970.0,1709,380.0,24.0,970,2004,50.0,0.0,40,0,4,2006,739,5,2004.0,0,0.0
105000.0,147,6120,506.0,715.0,875,180.0,51.0,875,1931,0.0,209.0,0,48,11,1993,0,7,1931.0,0,0.0
222500.0,148,9505,884.0,884.0,2035,434.0,69.30579531442663,884,2001,180.0,0.0,48,144,5,2001,1151,5,2001.0,0,0.0
141000.0,149,7500,400.0,1080.0,1080,0.0,63.0,1080,2004,120.0,680.0,0,0,4,2005,0,5,0.0,0,0.0
115000.0,150,6240,896.0,896.0,1344,240.0,69.30579531442663,896,1936,0.0,0.0,114,200,4,1950,448,4,1936.0,0,0.0
122000.0,151,10356,253.0,969.0,969,440.0,120.0,969,1975,0.0,716.0,0,0,1,1975,0,6,1975.0,0,0.0
372402.0,152,13891,310.0,1710.0,1710,866.0,107.0,1710,2007,436.0,1400.0,102,0,1,2008,0,5,2007.0,0,0.0
190000.0,153,14803,409.0,825.0,1993,495.0,69.30579531442663,1097,1971,252.0,416.0,66,0,6,1971,896,5,1971.0,0,0.0
235000.0,154,13500,93.0,1602.0,1252,564.0,69.30579531442663,1252,1960,0.0,429.0,0,409,3,1975,0,7,1960.0,0,1080.0
125000.0,155,11340,1200.0,1200.0,1200,312.0,84.0,1200,1923,0.0,0.0,0,0,3,1950,0,5,1923.0,0,0.0
79000.0,156,9600,572.0,572.0,1096,0.0,60.0,572,1924,0.0,0.0,8,0,4,1950,524,5,0.0,0,0.0
109500.0,157,7200,0.0,0.0,1040,625.0,60.0,1040,1950,0.0,0.0,0,0,6,1950,0,7,1950.0,0,0.0
269500.0,158,12003,774.0,774.0,1968,680.0,92.0,774,2009,84.0,0.0,75,0,5,2010,1194,5,2009.0,0,0.0
254900.0,159,12552,769.0,991.0,1947,678.0,100.0,991,2004,0.0,222.0,136,0,5,2005,956,5,2004.0,0,0.0
320000.0,160,19378,1335.0,1392.0,2462,576.0,134.0,1392,2005,456.0,57.0,132,239,3,2006,1070,5,2006.0,0,0.0
162500.0,161,11120,572.0,1232.0,1232,516.0,69.30579531442663,1232,1984,0.0,660.0,0,0,6,1984,0,6,1984.0,0,0.0
412500.0,162,13688,556.0,1572.0,2668,726.0,110.0,1572,2003,664.0,1016.0,0,400,3,2004,1096,5,2003.0,0,0.0
220000.0,163,12182,340.0,1541.0,1541,532.0,95.0,1541,2005,226.0,1201.0,70,0,5,2005,0,5,2005.0,0,0.0
103200.0,164,5500,882.0,882.0,882,0.0,55.0,882,1956,0.0,0.0,0,0,4,1956,0,6,0.0,0,0.0
152000.0,165,5400,779.0,1149.0,1616,216.0,40.0,1149,1926,0.0,370.0,0,0,10,2004,467,7,1926.0,0,0.0
127500.0,166,10106,112.0,644.0,1355,0.0,62.0,808,1940,0.0,351.0,0,140,9,1999,547,7,0.0,0,181.0
190000.0,167,10708,470.0,1617.0,1867,303.0,69.30579531442663,1867,1955,0.0,379.0,0,476,11,1993,0,5,1955.0,142,768.0
325624.0,168,10562,294.0,1582.0,2161,789.0,86.0,1610,2007,300.0,1288.0,120,178,11,2007,551,5,2007.0,0,0.0
183500.0,169,8244,840.0,840.0,1720,440.0,62.0,840,2004,0.0,0.0,48,100,5,2004,880,5,2004.0,0,0.0
228000.0,170,16669,1686.0,1686.0,1707,511.0,69.30579531442663,1707,1981,653.0,0.0,64,574,1,1981,0,6,1981.0,0,0.0
128500.0,171,12358,360.0,720.0,1382,660.0,69.30579531442663,854,1941,0.0,360.0,0,237,5,1950,0,6,1991.0,0,0.0
215000.0,172,31770,441.0,1080.0,1656,528.0,141.0,1656,1960,112.0,639.0,62,210,5,1960,0,5,1960.0,0,0.0
239000.0,173,5306,354.0,1064.0,1767,504.0,44.0,1064,1987,0.0,495.0,35,441,6,1987,703,7,1987.0,0,215.0
163000.0,174,10197,700.0,1362.0,1362,504.0,80.0,1362,1961,491.0,288.0,20,0,6,1961,0,5,1961.0,0,374.0
184000.0,175,12416,0.0,1606.0,1651,616.0,47.0,1651,1986,132.0,1398.0,0,192,11,1986,0,5,1986.0,0,208.0
243000.0,176,12615,725.0,1202.0,2158,576.0,84.0,2158,1950,0.0,477.0,29,0,6,2001,0,7,1950.0,0,0.0
211000.0,177,10029,320.0,1151.0,2060,521.0,97.0,1164,1988,268.0,831.0,228,0,9,1989,896,5,1988.0,192,0.0
172500.0,178,13650,554.0,1052.0,1920,451.0,69.30579531442663,1252,1958,0.0,57.0,0,0,7,1958,668,5,1958.0,0,441.0
501837.0,179,17423,312.0,2216.0,2234,1166.0,63.0,2234,2008,748.0,1904.0,60,0,7,2009,0,5,2009.0,0,0.0
100000.0,180,8520,968.0,968.0,968,480.0,60.0,968,1923,0.0,0.0,0,0,7,2006,0,6,1935.0,0,0.0
177000.0,181,2117,320.0,756.0,1525,440.0,69.30579531442663,769,2000,456.0,436.0,0,0,6,2000,756,5,2000.0,0,0.0
200100.0,182,7588,441.0,793.0,1802,216.0,54.0,901,1920,0.0,352.0,0,0,7,1950,901,6,1920.0,0,0.0
120000.0,183,9060,0.0,0.0,1340,252.0,60.0,1340,1957,98.0,0.0,0,116,6,2006,0,6,1957.0,0,0.0
200000.0,184,11426,1362.0,1362.0,2082,484.0,63.0,1362,2003,0.0,0.0,238,280,6,2003,720,5,2003.0,0,0.0
127000.0,185,7438,504.0,504.0,1252,576.0,92.0,936,1908,0.0,0.0,0,104,6,1991,316,8,1986.0,0,0.0
475000.0,186,22950,1107.0,1107.0,3608,840.0,90.0,1518,1892,0.0,0.0,260,0,6,1993,1518,9,1993.0,410,0.0
173000.0,187,9947,577.0,1188.0,1217,497.0,69.30579531442663,1217,1990,0.0,611.0,27,168,6,1991,0,5,1990.0,0,0.0
135000.0,188,10410,660.0,660.0,1656,180.0,60.0,808,1916,0.0,0.0,0,0,8,1987,704,7,1916.0,0,0.0
153337.0,189,7018,0.0,1086.0,1224,528.0,64.0,1224,1979,275.0,1086.0,0,120,6,1979,0,5,1979.0,0,0.0
286000.0,190,4923,440.0,1593.0,1593,682.0,41.0,1593,2001,0.0,1153.0,120,0,8,2002,0,5,2001.0,224,0.0
315000.0,191,10570,556.0,853.0,2727,440.0,70.0,1549,1932,0.0,297.0,74,0,12,1994,1178,8,1932.0,0,0.0
184000.0,192,7472,99.0,725.0,1479,484.0,69.30579531442663,725,1972,138.0,626.0,32,0,6,2004,754,9,1972.0,0,0.0
192000.0,193,9017,871.0,1431.0,1431,666.0,68.0,1431,1999,0.0,560.0,35,0,9,1999,0,5,1999.0,0,0.0
130000.0,194,2522,970.0,970.0,1709,380.0,24.0,970,2004,50.0,0.0,40,0,5,2004,739,5,2004.0,0,0.0
127000.0,195,7180,474.0,864.0,864,352.0,60.0,864,1972,0.0,390.0,0,0,5,1972,0,7,1989.0,0,0.0
148500.0,196,2280,289.0,855.0,1456,440.0,24.0,855,1976,0.0,566.0,0,87,7,1976,601,6,1976.0,0,0.0
311872.0,197,9416,600.0,1726.0,1726,786.0,79.0,1726,2007,205.0,1126.0,138,171,9,2007,0,5,2007.0,266,0.0
235000.0,198,25419,140.0,1360.0,3112,795.0,174.0,1360,1918,0.0,1036.0,16,0,3,1990,1360,4,1918.0,0,184.0
104000.0,199,5520,755.0,755.0,2229,0.0,92.0,929,1912,0.0,0.0,198,0,7,1950,929,6,0.0,0,0.0
274900.0,200,9591,625.0,1713.0,1713,856.0,76.0,1713,2004,262.0,1088.0,26,0,1,2005,0,5,2004.0,170,0.0
