OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageFinish,GarageCars,GarageArea,SalePrice
5,1979,1979,3.0,0.0,0.0,1535,1535,2,3.0,8,0.0,1.0,2.0,410.0,118964.0
7,2009,2009,3.0,4.0,1226.0,1226,1226,2,4.0,6,0.0,2.0,3.0,740.0,198900.0
7,1931,1950,3.0,3.0,1040.0,1226,1818,1,3.0,7,3.0,1.0,1.0,240.0,169500.0
8,2003,2004,4.0,5.0,1053.0,1053,1992,2,4.0,9,4.0,2.0,2.0,648.0,250000.0
4,1885,1995,3.0,2.0,641.0,1047,1047,1,3.0,6,0.0,1.0,1.0,273.0,100000.0
5,1948,1950,3.0,3.0,789.0,789,789,1,3.0,5,0.0,1.0,1.0,250.0,115000.0
5,1919,2005,3.0,3.0,793.0,997,1517,2,2.0,7,0.0,0.0,0.0,0.0,115000.0
6,1977,1977,3.0,4.0,1844.0,1844,1844,2,3.0,7,3.0,2.0,2.0,546.0,190000.0
6,1954,1972,3.0,3.0,994.0,1216,1855,2,3.0,7,0.0,1.0,1.0,325.0,136900.0
7,2000,2000,3.0,4.0,384.0,774,1430,2,3.0,7,3.0,3.0,2.0,400.0,180000.0
7,2007,2007,4.0,5.0,1264.0,1282,2696,2,5.0,10,4.0,3.0,3.0,792.0,383970.0
6,1953,1953,3.0,4.0,1809.0,2259,2259,2,4.0,7,4.0,1.0,2.0,450.0,217000.0
6,1945,2002,3.0,3.0,1028.0,1436,2320,2,4.0,9,3.0,1.0,1.0,180.0,259500.0
6,1999,1999,3.0,4.0,729.0,729,1458,2,3.0,5,2.0,1.0,2.0,440.0,176000.0
5,1962,1962,3.0,3.0,1092.0,1092,1092,1,3.0,6,1.0,1.0,1.0,288.0,139000.0
5,2006,2007,3.0,4.0,1125.0,1125,1125,1,3.0,5,0.0,1.0,2.0,430.0,155000.0
7,1990,1990,3.0,4.0,1673.0,1699,3222,3,4.0,11,3.0,1.0,3.0,594.0,320000.0
6,2005,2006,4.0,4.0,728.0,728,1456,2,4.0,8,4.0,3.0,2.0,390.0,163990.0
6,1969,1969,3.0,3.0,938.0,988,988,1,3.0,4,3.0,1.0,2.0,540.0,180000.0
4,1939,1950,3.0,3.0,732.0,772,1123,1,3.0,4,0.0,1.0,1.0,264.0,100000.0
6,1958,1958,3.0,3.0,1080.0,1080,1080,1,3.0,5,0.0,1.0,1.0,288.0,136000.0
6,1993,1993,4.0,4.0,1199.0,1199,1199,2,4.0,5,0.0,2.0,2.0,530.0,153900.0
6,1979,1998,3.0,4.0,1362.0,1586,1586,2,3.0,7,3.0,1.0,2.0,435.0,181000.0
6,1935,1982,3.0,3.0,520.0,520,754,1,3.0,5,0.0,0.0,0.0,0.0,84500.0
6,1976,1976,3.0,4.0,1078.0,958,958,2,3.0,5,3.0,2.0,2.0,440.0,128000.0
5,1930,1950,3.0,3.0,672.0,840,840,1,3.0,5,3.0,0.0,0.0,0.0,87000.0
6,1966,1966,3.0,3.0,660.0,660,1348,1,3.0,6,2.0,2.0,2.0,453.0,155000.0
5,1958,1991,3.0,3.0,1008.0,1053,1053,1,5.0,6,0.0,2.0,2.0,750.0,150000.0
7,1966,1966,3.0,3.0,924.0,1216,2157,2,4.0,8,4.0,3.0,2.0,487.0,226000.0
6,2000,2000,4.0,4.0,992.0,1022,2054,2,4.0,7,3.0,2.0,2.0,390.0,244000.0
5,1959,2002,3.0,3.0,1063.0,1327,1327,1,4.0,7,0.0,1.0,2.0,624.0,150750.0
8,2001,2002,4.0,5.0,1267.0,1296,1296,2,4.0,6,0.0,3.0,2.0,471.0,220000.0
5,1968,1993,3.0,3.0,1461.0,1721,1721,2,3.0,7,3.0,2.0,2.0,440.0,180000.0
7,1970,1970,3.0,3.0,1304.0,1682,1682,2,3.0,7,4.0,1.0,2.0,530.0,174000.0
5,1967,1967,3.0,3.0,1214.0,1214,1214,2,3.0,5,2.0,2.0,1.0,318.0,143000.0
7,1988,1989,3.0,3.0,1907.0,1959,1959,3,3.0,9,0.0,1.0,3.0,766.0,171000.0
8,1999,2000,4.0,4.0,1004.0,1004,1852,2,4.0,7,3.0,3.0,3.0,660.0,230000.0
6,1997,1997,3.0,4.0,928.0,928,1764,2,4.0,7,0.0,2.0,2.0,470.0,231500.0
4,1971,1971,3.0,3.0,864.0,864,864,1,3.0,5,1.0,0.0,0.0,0.0,115000.0
7,2005,2005,4.0,4.0,1734.0,1734,1734,2,4.0,7,0.0,3.0,2.0,660.0,260000.0
5,1952,1952,3.0,3.0,910.0,910,1385,2,3.0,6,0.0,1.0,2.0,720.0,166000.0
7,1999,1999,4.0,4.0,1490.0,1501,1501,2,4.0,6,0.0,2.0,2.0,577.0,204000.0
5,1963,1963,3.0,3.0,1728.0,1728,1728,2,3.0,10,0.0,1.0,2.0,504.0,125000.0
6,2004,2006,4.0,4.0,970.0,970,1709,2,4.0,7,0.0,1.0,2.0,380.0,130000.0
5,1931,1993,3.0,3.0,715.0,875,875,1,3.0,5,0.0,1.0,1.0,180.0,105000.0
7,2001,2001,4.0,4.0,884.0,884,2035,2,4.0,8,4.0,3.0,2.0,434.0,222500.0
7,2004,2005,3.0,4.0,1080.0,1080,1080,1,4.0,6,0.0,0.0,0.0,0.0,141000.0
5,1936,1950,3.0,4.0,896.0,896,1344,1,3.0,7,0.0,1.0,1.0,240.0,115000.0
5,1975,1975,3.0,3.0,969.0,969,969,1,3.0,5,0.0,1.0,2.0,440.0,122000.0
8,2007,2008,4.0,5.0,1710.0,1710,1710,2,4.0,6,4.0,2.0,3.0,866.0,372402.0
6,1971,1971,3.0,3.0,825.0,1097,1993,2,3.0,8,4.0,2.0,2.0,495.0,190000.0
6,1960,1975,3.0,4.0,1602.0,1252,1252,1,3.0,4,4.0,2.0,2.0,564.0,235000.0
6,1923,1950,3.0,3.0,1200.0,1200,1200,1,3.0,7,0.0,1.0,1.0,312.0,125000.0
6,1924,1950,3.0,3.0,572.0,572,1096,1,3.0,5,0.0,0.0,0.0,0.0,79000.0
5,1950,1950,3.0,0.0,0.0,1040,1040,1,3.0,5,0.0,1.0,2.0,625.0,109500.0
8,2009,2010,4.0,5.0,774.0,774,1968,2,5.0,8,4.0,3.0,3.0,680.0,269500.0
7,2004,2005,4.0,4.0,991.0,991,1947,2,4.0,8,4.0,2.0,2.0,678.0,254900.0
7,2005,2006,4.0,4.0,1392.0,1392,2462,2,4.0,9,4.0,2.0,2.0,576.0,320000.0
6,1984,1984,3.0,4.0,1232.0,1232,1232,2,3.0,6,0.0,1.0,2.0,516.0,162500.0
9,2003,2004,4.0,5.0,1572.0,1572,2668,2,5.0,10,4.0,3.0,3.0,726.0,412500.0
7,2005,2005,4.0,4.0,1541.0,1541,1541,2,4.0,7,4.0,2.0,2.0,532.0,220000.0
4,1956,1956,3.0,3.0,882.0,882,882,1,3.0,4,0.0,0.0,0.0,0.0,103200.0
6,1926,2004,3.0,3.0,1149.0,1149,1616,2,4.0,5,0.0,1.0,1.0,216.0,152000.0
5,1940,1999,3.0,3.0,644.0,808,1355,2,3.0,6,0.0,0.0,0.0,0.0,127500.0
5,1955,1993,4.0,3.0,1617.0,1867,1867,1,3.0,7,4.0,3.0,1.0,303.0,190000.0
8,2007,2007,4.0,5.0,1582.0,1610,2161,1,5.0,8,4.0,3.0,3.0,789.0,325624.0
7,2004,2004,4.0,4.0,840.0,840,1720,2,4.0,7,4.0,3.0,2.0,440.0,183500.0
8,1981,1981,4.0,4.0,1686.0,1707,1707,2,3.0,6,3.0,2.0,2.0,511.0,228000.0
5,1941,1950,3.0,3.0,720.0,854,1382,1,3.0,7,0.0,1.0,2.0,660.0,128500.0
6,1960,1960,3.0,3.0,1080.0,1656,1656,1,3.0,7,4.0,3.0,2.0,528.0,215000.0
7,1987,1987,4.0,4.0,1064.0,1064,1767,2,4.0,5,3.0,2.0,2.0,504.0,239000.0
6,1961,1961,3.0,3.0,1362.0,1362,1362,1,3.0,6,3.0,1.0,2.0,504.0,163000.0
6,1986,1986,3.0,4.0,1606.0,1651,1651,2,3.0,7,3.0,3.0,2.0,616.0,184000.0
6,1950,2001,3.0,3.0,1202.0,2158,2158,2,4.0,7,4.0,1.0,2.0,576.0,243000.0
6,1988,1989,4.0,4.0,1151.0,1164,2060,2,3.0,8,3.0,1.0,2.0,521.0,211000.0
5,1958,1958,4.0,3.0,1052.0,1252,1920,2,4.0,8,4.0,1.0,2.0,451.0,172500.0
9,2008,2009,5.0,5.0,2216.0,2234,2234,2,5.0,9,4.0,3.0,3.0,1166.0,501837.0
5,1923,2006,4.0,3.0,968.0,968,968,1,3.0,5,0.0,1.0,2.0,480.0,100000.0
6,2000,2000,4.0,4.0,756.0,769,1525,2,4.0,5,3.0,1.0,2.0,440.0,177000.0
7,1920,1950,3.0,2.0,793.0,901,1802,1,3.0,9,4.0,1.0,1.0,216.0,200100.0
5,1957,2006,3.0,0.0,0.0,1340,1340,1,3.0,7,4.0,2.0,1.0,252.0,120000.0
7,2003,2003,3.0,4.0,1362.0,1362,2082,2,4.0,6,0.0,1.0,2.0,484.0,200000.0
5,1908,1991,3.0,2.0,504.0,936,1252,1,3.0,5,0.0,1.0,2.0,576.0,127000.0
10,1892,1993,4.0,3.0,1107.0,1518,3608,2,5.0,12,3.0,1.0,3.0,840.0,475000.0
7,1990,1991,3.0,4.0,1188.0,1217,1217,2,4.0,6,0.0,1.0,2.0,497.0,173000.0
5,1916,1987,3.0,2.0,660.0,808,1656,2,3.0,8,0.0,1.0,1.0,180.0,135000.0
5,1979,1979,3.0,4.0,1086.0,1224,1224,0,3.0,6,3.0,1.0,2.0,528.0,153337.0
8,2001,2002,4.0,5.0,1593.0,1593,1593,1,5.0,5,4.0,3.0,2.0,682.0,286000.0
8,1932,1994,4.0,4.0,853.0,1549,2727,2,4.0,10,3.0,1.0,2.0,440.0,315000.0
7,1972,2004,3.0,3.0,725.0,725,1479,1,4.0,7,0.0,3.0,2.0,484.0,184000.0
7,1999,1999,4.0,4.0,1431.0,1431,1431,2,4.0,6,0.0,3.0,2.0,666.0,192000.0
7,2004,2004,4.0,4.0,970.0,970,1709,2,4.0,7,0.0,1.0,2.0,380.0,130000.0
5,1972,1972,3.0,3.0,864.0,864,864,1,3.0,5,0.0,1.0,1.0,352.0,127000.0
6,1976,1976,3.0,4.0,855.0,855,1456,2,3.0,7,3.0,1.0,2.0,440.0,148500.0
7,2007,2007,5.0,5.0,1726.0,1726,1726,2,5.0,8,4.0,3.0,3.0,786.0,311872.0
8,1918,1990,4.0,3.0,1360.0,1360,3112,2,4.0,8,5.0,1.0,2.0,795.0,235000.0
6,1912,1950,3.0,3.0,755.0,929,2229,1,3.0,8,0.0,0.0,0.0,0.0,104000.0
8,2004,2005,4.0,5.0,1713.0,1713,1713,2,5.0,7,4.0,3.0,3.0,856.0,274900.0
4,2003,2004,3.0,4.0,1121.0,1121,1121,2,3.0,5,0.0,2.0,2.0,440.0,140000.0
6,1977,1977,3.0,3.0,1196.0,1279,1279,2,3.0,6,2.0,1.0,2.0,473.0,171500.0
6,1924,1950,3.0,2.0,617.0,865,1310,2,3.0,6,0.0,1.0,1.0,398.0,112000.0
6,2004,2004,4.0,4.0,848.0,848,848,1,4.0,3,4.0,2.0,2.0,420.0,149000.0
5,1947,1950,3.0,3.0,720.0,720,1284,1,3.0,5,0.0,1.0,1.0,240.0,110000.0
7,1990,1990,3.0,4.0,1424.0,1442,1442,2,3.0,5,0.0,2.0,2.0,500.0,180500.0
5,1962,1962,3.0,3.0,1140.0,1696,1696,1,3.0,8,3.0,2.0,1.0,349.0,143900.0
4,1960,1960,3.0,3.0,1100.0,1100,1100,1,3.0,6,1.0,2.0,1.0,312.0,141000.0
7,1988,1989,4.0,4.0,1157.0,1180,2062,2,3.0,7,4.0,3.0,2.0,454.0,277000.0
6,1964,1964,3.0,4.0,1092.0,1092,1092,1,3.0,6,0.0,2.0,2.0,504.0,145000.0
5,1925,1950,3.0,3.0,864.0,864,864,1,3.0,5,0.0,0.0,0.0,0.0,98000.0
6,2009,2009,3.0,4.0,1212.0,1212,1212,2,4.0,6,0.0,2.0,2.0,460.0,186000.0
7,2009,2009,3.0,4.0,900.0,932,1852,2,4.0,7,3.0,2.0,2.0,644.0,252678.0
5,1995,1995,3.0,4.0,990.0,990,990,1,3.0,5,0.0,1.0,2.0,576.0,156000.0
6,1977,1977,3.0,4.0,689.0,689,1392,1,3.0,6,0.0,3.0,1.0,299.0,161750.0
5,1957,1996,3.0,3.0,1070.0,1236,1236,1,4.0,6,2.0,1.0,1.0,447.0,134450.0
7,2004,2004,4.0,4.0,1436.0,1436,1436,2,4.0,8,0.0,1.0,2.0,484.0,210000.0
4,1925,1950,3.0,3.0,686.0,810,1328,1,3.0,8,0.0,1.0,1.0,210.0,107000.0
7,1939,2006,4.0,3.0,798.0,1137,1954,1,4.0,8,3.0,1.0,2.0,431.0,311500.0
7,2005,2006,4.0,4.0,1248.0,1248,1248,2,4.0,5,0.0,3.0,2.0,438.0,167240.0
7,2006,2006,4.0,4.0,1498.0,1498,1498,2,4.0,5,0.0,2.0,2.0,675.0,204900.0
6,2002,2002,4.0,4.0,1010.0,1010,2267,2,4.0,8,3.0,2.0,2.0,390.0,200000.0
6,1975,1975,3.0,4.0,713.0,811,1552,2,3.0,6,3.0,2.0,2.0,434.0,179900.0
4,1971,1971,3.0,3.0,864.0,864,864,1,3.0,4,0.0,1.0,2.0,576.0,97000.0
10,2003,2003,5.0,5.0,2392.0,2392,2392,2,5.0,8,5.0,3.0,3.0,968.0,386250.0
5,1971,1971,3.0,3.0,630.0,630,1302,2,3.0,6,0.0,1.0,1.0,280.0,112000.0
7,1995,1995,4.0,4.0,1203.0,1214,2520,2,4.0,9,3.0,2.0,3.0,721.0,290000.0
6,1970,1970,3.0,3.0,483.0,483,987,1,3.0,5,0.0,1.0,1.0,280.0,106000.0
5,1967,1967,3.0,3.0,912.0,912,912,1,3.0,5,2.0,1.0,1.0,336.0,125000.0
7,2005,2006,4.0,4.0,1373.0,1555,1555,2,4.0,7,3.0,3.0,2.0,430.0,192500.0
6,1959,1959,3.0,3.0,1194.0,1194,1194,1,3.0,6,0.0,2.0,1.0,312.0,148000.0
8,1995,1996,4.0,4.0,1462.0,1490,2794,2,5.0,9,3.0,3.0,3.0,810.0,403000.0
6,1972,1972,3.0,3.0,483.0,483,987,1,3.0,5,1.0,1.0,1.0,288.0,94500.0
5,1976,1976,3.0,3.0,894.0,894,894,1,3.0,5,0.0,1.0,1.0,308.0,128200.0
6,2002,2002,4.0,4.0,860.0,860,1960,2,4.0,8,3.0,3.0,2.0,440.0,216500.0
6,1971,1971,3.0,3.0,483.0,483,987,1,3.0,5,0.0,1.0,1.0,264.0,89500.0
7,2004,2004,4.0,4.0,1414.0,1414,1414,2,4.0,6,0.0,2.0,2.0,494.0,185500.0
7,1993,2003,4.0,4.0,996.0,1014,1744,2,4.0,7,0.0,2.0,2.0,457.0,194500.0
8,2007,2007,5.0,5.0,1694.0,1694,1694,2,4.0,7,0.0,3.0,3.0,818.0,318000.0
6,1945,1950,3.0,3.0,735.0,798,1487,1,3.0,7,4.0,1.0,1.0,220.0,113000.0
8,2008,2008,4.0,4.0,1566.0,1566,1566,2,4.0,7,0.0,2.0,2.0,750.0,262500.0
5,1945,1997,3.0,3.0,686.0,866,866,1,4.0,4,0.0,0.0,0.0,0.0,110500.0
5,1900,1950,3.0,3.0,540.0,889,1440,1,3.0,6,0.0,1.0,1.0,352.0,79000.0
6,1980,1980,3.0,4.0,626.0,626,1217,1,3.0,6,3.0,2.0,1.0,288.0,120000.0
7,1994,2002,4.0,4.0,948.0,1222,2110,2,4.0,8,2.0,2.0,2.0,463.0,205000.0
7,1988,1988,3.0,4.0,1845.0,1872,1872,2,3.0,6,3.0,3.0,2.0,604.0,241500.0
6,1910,1950,3.0,2.0,1020.0,908,1928,2,2.0,9,0.0,1.0,1.0,440.0,137000.0
6,1954,1954,3.0,3.0,1367.0,1375,1375,1,3.0,5,3.0,1.0,2.0,451.0,140000.0
7,2003,2003,4.0,4.0,840.0,840,1668,2,4.0,8,0.0,2.0,2.0,500.0,180000.0
6,1958,2006,4.0,4.0,1444.0,1444,2144,2,4.0,7,3.0,3.0,2.0,389.0,277000.0
