SalePrice,Id,YrSold,MoSold,LotShape,BsmtFinType1,BsmtExposure,BsmtFullBath,WoodDeckSF,FireplaceQu,Neighborhood_CollgCr,HalfBath,MasVnrType_BrkFace,Fireplaces,LotConfig_Corner,LotConfig_Inside,BsmtUnfSF,GarageFinish,OpenPorchSF,MasVnrType_None,RoofStyle_Hip
145000.0,37,2009,6,1.0,1.0,1.0,0.0,392,0.0,1,1,0,0,1,0,1097.0,1.0,64,1,0
153000.0,38,2009,10,1.0,3.0,1.0,0.0,0,3.0,0,0,1,1,0,1,84.0,3.0,0,0,1
109000.0,39,2010,1,1.0,6.0,1.0,1.0,0,0.0,0,0,0,0,0,1,326.0,1.0,52,1,0
82000.0,40,2008,6,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1,0.0,0.0,0,1,0
160000.0,41,2006,12,1.0,3.0,1.0,0.0,0,3.0,0,0,1,1,0,1,445.0,2.0,138,0,0
170000.0,42,2007,7,1.0,4.0,4.0,0.0,0,4.0,0,1,0,2,0,1,383.0,2.0,104,1,0
144000.0,43,2007,12,2.0,5.0,3.0,1.0,240,0.0,0,0,0,0,0,0,0.0,2.0,0,1,0
130250.0,44,2008,7,2.0,2.0,3.0,1.0,145,0.0,1,0,0,0,0,0,167.0,1.0,0,1,1
141000.0,45,2006,5,1.0,5.0,1.0,1.0,0,0.0,0,0,0,0,0,1,465.0,2.0,0,1,0
319900.0,46,2010,2,1.0,6.0,1.0,1.0,196,4.0,0,0,1,1,0,1,1296.0,2.0,82,0,1
239686.0,47,2009,8,2.0,6.0,1.0,1.0,168,5.0,0,1,0,1,0,0,83.0,2.0,43,1,0
249700.0,48,2007,7,1.0,6.0,3.0,0.0,0,0.0,0,0,0,0,0,1,1632.0,2.0,146,1,0
113000.0,49,2009,6,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,736.0,0.0,0,1,0
127000.0,50,2007,1,1.0,4.0,1.0,1.0,0,0.0,0,0,0,0,0,1,192.0,1.0,0,1,0
177000.0,51,2007,7,3.0,6.0,3.0,0.0,0,0.0,0,0,0,0,1,0,612.0,3.0,75,1,0
114500.0,52,2006,9,1.0,1.0,1.0,0.0,112,4.0,0,0,0,1,0,1,816.0,1.0,0,1,0
110000.0,53,2010,5,3.0,2.0,4.0,1.0,106,0.0,0,0,0,0,1,0,0.0,1.0,0,1,0
385000.0,54,2006,11,2.0,6.0,4.0,2.0,857,4.0,0,1,0,1,0,1,32.0,3.0,72,1,0
130000.0,55,2007,2,1.0,5.0,1.0,0.0,0,3.0,0,0,0,1,0,1,0.0,1.0,50,1,0
180500.0,56,2008,7,2.0,4.0,1.0,0.0,0,4.0,0,0,1,1,0,1,935.0,2.0,0,0,0
172500.0,57,2009,8,1.0,6.0,1.0,1.0,115,0.0,0,1,1,0,0,1,321.0,3.0,0,0,0
196500.0,58,2006,8,2.0,1.0,1.0,0.0,0,0.0,1,1,0,0,1,0,860.0,2.0,70,1,0
438780.0,59,2006,10,3.0,1.0,4.0,0.0,192,4.0,0,1,1,1,0,0,1410.0,3.0,0,0,1
124900.0,60,2008,1,1.0,5.0,3.0,0.0,196,0.0,1,0,0,0,0,1,148.0,1.0,0,1,0
158000.0,61,2006,5,1.0,5.0,1.0,1.0,0,0.0,0,1,0,0,0,1,217.0,1.0,50,1,0
101000.0,62,2007,3,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,530.0,1.0,0,1,0
202500.0,63,2007,10,2.0,6.0,2.0,0.0,120,4.0,0,0,0,1,0,1,1346.0,2.0,49,0,0
140000.0,64,2010,4,2.0,1.0,1.0,0.0,12,0.0,0,0,0,0,0,1,576.0,1.0,11,1,0
219500.0,65,2009,2,1.0,6.0,1.0,1.0,576,0.0,1,1,1,0,0,1,318.0,2.0,36,0,0
317000.0,66,2007,10,1.0,1.0,3.0,0.0,192,4.0,0,1,1,1,0,1,1143.0,2.0,151,0,0
180000.0,67,2010,7,1.0,6.0,4.0,1.0,301,4.0,0,0,1,1,0,1,1035.0,2.0,0,0,0
226000.0,68,2007,6,2.0,6.0,3.0,1.0,144,0.0,1,0,1,0,0,1,440.0,2.0,29,0,0
80000.0,69,2010,6,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,1,0,747.0,1.0,0,1,0
225000.0,70,2006,7,1.0,4.0,1.0,0.0,0,3.0,0,0,0,1,1,0,701.0,3.0,21,1,0
244000.0,71,2007,2,2.0,5.0,4.0,1.0,300,4.0,0,0,1,2,0,1,343.0,3.0,0,0,0
129500.0,72,2007,6,1.0,5.0,1.0,1.0,0,0.0,0,0,0,0,1,0,280.0,1.0,0,1,0
185000.0,73,2009,12,2.0,1.0,1.0,0.0,0,3.0,0,1,1,1,1,0,832.0,3.0,94,0,0
144900.0,74,2010,5,1.0,5.0,1.0,1.0,0,0.0,0,0,1,0,0,1,404.0,1.0,0,0,0
107400.0,75,2010,5,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,1,0,840.0,1.0,0,1,0
91000.0,76,2009,11,1.0,6.0,4.0,1.0,120,0.0,0,0,0,0,0,1,0.0,1.0,101,1,0
135750.0,77,2008,4,2.0,5.0,1.0,0.0,0,0.0,0,0,0,0,0,1,724.0,1.0,0,1,0
127000.0,78,2008,1,1.0,4.0,1.0,1.0,0,0.0,0,0,0,0,0,1,295.0,1.0,0,1,0
136500.0,79,2010,4,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,1768.0,0.0,0,1,1
110000.0,80,2009,5,1.0,1.0,1.0,0.0,74,0.0,0,1,0,0,1,0,440.0,1.0,0,1,0
193500.0,81,2009,6,1.0,3.0,1.0,0.0,0,4.0,0,1,1,1,1,0,448.0,3.0,72,0,0
153500.0,82,2006,3,1.0,6.0,1.0,1.0,0,0.0,0,0,1,0,0,0,36.0,3.0,199,0,1
245000.0,83,2008,10,1.0,6.0,1.0,0.0,144,4.0,0,0,0,1,0,1,1530.0,2.0,99,0,0
126500.0,84,2007,7,2.0,1.0,1.0,0.0,74,0.0,0,1,0,0,0,1,1065.0,1.0,0,0,0
168500.0,85,2009,5,2.0,1.0,1.0,0.0,120,3.0,0,1,1,1,0,1,384.0,3.0,72,0,0
260000.0,86,2006,4,1.0,1.0,1.0,0.0,127,3.0,0,1,1,1,1,0,1288.0,1.0,82,0,1
174000.0,87,2009,3,3.0,1.0,3.0,0.0,100,4.0,0,1,0,1,0,1,684.0,3.0,38,1,0
164500.0,88,2009,6,1.0,1.0,3.0,0.0,0,0.0,0,1,0,0,1,0,612.0,2.0,234,0,0
85000.0,89,2009,10,2.0,1.0,1.0,0.0,0,0.0,0,0,0,0,1,0,1013.0,0.0,0,1,1
123600.0,90,2007,8,1.0,6.0,1.0,1.0,0,0.0,1,0,0,0,0,1,402.0,0.0,0,1,0
109900.0,91,2006,7,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1,0.0,1.0,29,1,0
98600.0,92,2006,12,1.0,3.0,1.0,0.0,0,0.0,0,0,0,0,0,1,635.0,1.0,0,0,1
163500.0,93,2009,8,2.0,5.0,1.0,1.0,0,0.0,0,0,0,0,0,1,163.0,1.0,0,1,0
133900.0,94,2007,11,1.0,3.0,2.0,0.0,0,4.0,0,0,0,1,1,0,168.0,1.0,0,1,1
204750.0,95,2007,5,2.0,6.0,1.0,1.0,0,0.0,1,1,0,0,0,1,176.0,2.0,162,1,0
185000.0,96,2009,4,3.0,5.0,1.0,0.0,232,3.0,0,1,1,1,1,0,370.0,3.0,63,0,0
214000.0,97,2006,8,2.0,5.0,3.0,0.0,158,0.0,1,0,1,0,0,1,426.0,2.0,29,0,0
94750.0,98,2007,5,1.0,3.0,1.0,1.0,120,0.0,0,0,1,0,0,1,440.0,3.0,0,0,1
83000.0,99,2010,5,1.0,5.0,1.0,0.0,0,0.0,0,0,0,0,1,0,350.0,1.0,0,1,0
128950.0,100,2010,1,2.0,5.0,1.0,1.0,352,0.0,0,1,0,0,0,1,381.0,0.0,0,1,0
205000.0,101,2010,2,2.0,5.0,2.0,1.0,168,3.0,0,0,1,2,0,1,410.0,2.0,68,0,0
178000.0,102,2010,6,1.0,1.0,1.0,0.0,192,3.0,0,1,1,1,0,1,741.0,3.0,46,0,0
118964.0,103,2009,6,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1,0.0,1.0,0,1,0
198900.0,104,2010,5,2.0,1.0,1.0,0.0,0,0.0,1,0,0,0,1,0,1226.0,2.0,36,1,0
169500.0,105,2007,6,1.0,2.0,1.0,0.0,0,3.0,0,1,1,2,1,0,816.0,1.0,0,0,0
250000.0,106,2008,8,1.0,1.0,1.0,0.0,140,4.0,0,1,1,1,0,1,1053.0,2.0,45,0,1
100000.0,107,2007,8,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,641.0,1.0,0,1,0
115000.0,108,2008,4,1.0,5.0,1.0,0.0,0,0.0,0,0,0,0,0,1,516.0,1.0,0,1,0
115000.0,109,2007,8,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,1,0,793.0,0.0,0,1,0
190000.0,110,2010,1,2.0,4.0,1.0,0.0,0,3.0,0,0,1,1,0,1,1139.0,2.0,122,0,1
136900.0,111,2006,10,1.0,3.0,1.0,0.0,182,0.0,0,0,0,0,0,1,550.0,1.0,0,1,0
180000.0,112,2010,4,2.0,6.0,1.0,0.0,180,3.0,0,1,0,1,0,1,134.0,3.0,0,1,0
383970.0,113,2007,10,1.0,6.0,3.0,1.0,120,4.0,1,1,0,1,0,1,280.0,3.0,184,0,0
217000.0,114,2007,10,1.0,5.0,2.0,1.0,166,4.0,0,0,1,2,1,0,905.0,1.0,120,0,1
259500.0,115,2007,7,2.0,5.0,1.0,1.0,224,3.0,0,1,0,1,0,1,104.0,1.0,0,1,0
176000.0,116,2007,6,1.0,6.0,1.0,0.0,0,2.0,0,1,1,1,1,0,310.0,1.0,32,0,0
139000.0,117,2009,9,1.0,2.0,1.0,0.0,0,1.0,0,0,1,1,0,1,252.0,1.0,20,0,0
155000.0,118,2007,4,1.0,1.0,1.0,0.0,80,0.0,0,1,0,0,1,0,1125.0,1.0,64,1,0
320000.0,119,2010,5,1.0,6.0,2.0,1.0,367,3.0,0,0,0,2,1,0,203.0,1.0,0,1,1
163990.0,120,2006,7,1.0,1.0,1.0,0.0,0,4.0,1,1,0,1,0,1,728.0,3.0,24,1,0
180000.0,121,2006,10,2.0,5.0,4.0,1.0,0,3.0,0,0,0,2,0,0,0.0,1.0,130,1,0
100000.0,122,2007,6,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,732.0,1.0,0,1,0
136000.0,123,2008,6,1.0,4.0,1.0,0.0,0,0.0,0,0,1,0,1,0,510.0,1.0,0,0,1
153900.0,124,2008,3,1.0,6.0,1.0,0.0,0,0.0,0,0,0,0,0,1,899.0,2.0,63,1,0
181000.0,125,2009,1,2.0,1.0,1.0,0.0,192,3.0,0,0,0,1,0,0,1362.0,1.0,0,1,0
84500.0,126,2006,6,1.0,6.0,3.0,1.0,53,0.0,0,0,0,0,0,1,30.0,0.0,0,1,0
128000.0,127,2007,2,2.0,5.0,1.0,0.0,0,3.0,0,0,0,1,0,1,958.0,2.0,205,1,0
87000.0,128,2007,6,2.0,2.0,1.0,0.0,0,3.0,0,0,0,1,0,1,556.0,0.0,0,1,0
155000.0,129,2006,7,1.0,4.0,1.0,0.0,188,2.0,0,1,1,1,0,1,148.0,2.0,108,0,0
150000.0,130,2006,7,1.0,3.0,1.0,0.0,0,0.0,0,1,1,0,0,1,413.0,2.0,80,0,0
226000.0,131,2006,5,1.0,3.0,1.0,0.0,105,4.0,0,1,1,2,1,0,479.0,3.0,66,0,0
244000.0,132,2009,7,2.0,6.0,1.0,1.0,24,3.0,0,1,1,1,1,0,297.0,2.0,48,0,0
150750.0,133,2007,7,1.0,3.0,1.0,1.0,0,0.0,0,0,0,0,1,0,658.0,1.0,0,1,0
220000.0,134,2009,6,2.0,6.0,1.0,1.0,192,0.0,0,0,1,0,0,1,262.0,3.0,25,0,0
180000.0,135,2006,7,2.0,3.0,1.0,0.0,0,3.0,0,1,0,1,0,1,891.0,2.0,96,1,0
174000.0,136,2008,5,1.0,1.0,1.0,0.0,98,4.0,0,0,1,1,0,1,1304.0,1.0,0,0,1
143000.0,137,2007,7,2.0,4.0,1.0,0.0,0,2.0,0,0,1,1,1,0,519.0,2.0,111,0,0
171000.0,138,2006,7,1.0,1.0,1.0,0.0,0,0.0,0,0,1,0,0,1,1907.0,1.0,0,0,0
230000.0,139,2008,12,2.0,6.0,2.0,0.0,224,3.0,1,1,1,2,0,1,336.0,3.0,106,0,0
231500.0,140,2009,8,2.0,6.0,1.0,1.0,276,0.0,1,1,0,0,0,1,107.0,2.0,99,1,0
115000.0,141,2010,4,1.0,5.0,1.0,0.0,0,1.0,0,0,0,1,0,0,432.0,0.0,0,1,0
260000.0,142,2006,1,1.0,6.0,3.0,1.0,160,0.0,1,0,0,0,0,1,434.0,3.0,24,1,0
166000.0,143,2010,6,1.0,3.0,1.0,0.0,0,0.0,0,0,0,0,1,0,403.0,1.0,0,1,0
204000.0,144,2009,6,2.0,6.0,4.0,1.0,144,0.0,1,0,1,0,0,1,811.0,2.0,29,0,0
125000.0,145,2006,11,1.0,3.0,1.0,1.0,0,0.0,0,0,1,0,0,1,396.0,1.0,0,0,0
130000.0,146,2006,4,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,970.0,1.0,40,0,0
105000.0,147,2009,11,1.0,4.0,1.0,1.0,48,0.0,0,0,0,0,1,0,506.0,1.0,0,1,0
222500.0,148,2010,5,2.0,1.0,1.0,0.0,144,4.0,0,1,1,1,0,0,884.0,3.0,48,0,0
141000.0,149,2008,4,1.0,6.0,1.0,1.0,0,0.0,0,0,1,0,0,1,400.0,0.0,0,0,0
115000.0,150,2006,4,1.0,1.0,1.0,0.0,200,0.0,0,0,0,0,0,1,896.0,1.0,114,1,0
122000.0,151,2007,1,1.0,4.0,3.0,0.0,0,0.0,1,1,0,0,1,0,253.0,1.0,0,1,0
372402.0,152,2008,1,1.0,6.0,4.0,1.0,0,4.0,0,0,0,1,0,1,310.0,2.0,102,0,1
190000.0,153,2006,6,2.0,3.0,1.0,0.0,0,4.0,0,1,1,1,0,0,409.0,2.0,66,0,0
235000.0,154,2008,3,1.0,4.0,4.0,1.0,409,4.0,0,0,0,1,0,1,93.0,2.0,0,1,0
125000.0,155,2006,3,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,1,0,1200.0,1.0,0,1,0
79000.0,156,2008,4,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,1,0,572.0,0.0,8,1,0
109500.0,157,2006,6,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,1,0.0,1.0,0,1,1
269500.0,158,2010,5,1.0,1.0,1.0,0.0,0,4.0,0,1,1,1,1,0,774.0,3.0,75,0,0
254900.0,159,2010,5,1.0,6.0,1.0,0.0,0,4.0,0,1,0,1,1,0,769.0,2.0,136,1,0
320000.0,160,2006,3,2.0,6.0,2.0,1.0,239,4.0,0,1,1,1,1,0,1335.0,2.0,132,0,0
162500.0,161,2008,6,2.0,4.0,1.0,0.0,0,0.0,0,0,0,0,0,0,572.0,1.0,0,1,0
412500.0,162,2008,3,2.0,6.0,3.0,1.0,400,4.0,0,1,1,2,0,1,556.0,3.0,0,0,0
220000.0,163,2010,5,1.0,4.0,2.0,0.0,0,4.0,0,0,1,1,1,0,340.0,2.0,70,0,0
103200.0,164,2007,4,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,882.0,0.0,0,1,0
152000.0,165,2007,10,1.0,2.0,2.0,0.0,0,0.0,0,0,0,0,1,0,779.0,1.0,0,1,0
127500.0,166,2008,9,1.0,5.0,1.0,1.0,140,0.0,0,0,0,0,0,1,112.0,0.0,0,1,0
190000.0,167,2009,11,2.0,2.0,1.0,1.0,476,4.0,0,0,0,3,0,1,470.0,3.0,0,1,1
325624.0,168,2007,11,1.0,6.0,1.0,1.0,178,4.0,0,1,0,1,0,1,294.0,3.0,120,0,0
183500.0,169,2007,5,2.0,1.0,1.0,0.0,100,4.0,0,1,0,1,0,1,840.0,3.0,48,1,0
228000.0,170,2006,1,2.0,1.0,1.0,0.0,574,3.0,0,1,1,1,1,0,1686.0,2.0,64,0,1
128500.0,171,2007,5,2.0,3.0,1.0,0.0,237,0.0,0,1,0,0,0,1,360.0,1.0,0,1,0
215000.0,172,2010,5,2.0,4.0,4.0,1.0,210,4.0,0,0,0,2,1,0,441.0,3.0,62,0,1
239000.0,173,2006,6,2.0,6.0,1.0,1.0,441,3.0,0,0,0,1,0,1,354.0,2.0,35,1,0
163000.0,174,2008,6,2.0,5.0,1.0,1.0,0,3.0,0,1,0,1,0,1,700.0,1.0,20,0,0
184000.0,175,2008,11,2.0,5.0,1.0,1.0,192,3.0,0,0,0,1,0,1,0.0,3.0,0,0,0
243000.0,176,2007,6,1.0,5.0,3.0,1.0,0,4.0,0,0,0,1,1,0,725.0,1.0,29,1,0
211000.0,177,2007,9,2.0,6.0,1.0,0.0,0,3.0,0,1,1,1,1,0,320.0,1.0,228,0,0
172500.0,178,2006,7,1.0,5.0,1.0,1.0,0,4.0,0,0,0,1,0,1,554.0,1.0,0,1,0
501837.0,179,2009,7,2.0,6.0,1.0,1.0,0,4.0,0,0,0,1,0,0,312.0,3.0,60,0,1
100000.0,180,2007,7,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,968.0,1.0,0,1,0
177000.0,181,2007,6,1.0,6.0,1.0,0.0,0,3.0,0,1,1,1,0,1,320.0,1.0,0,0,0
200100.0,182,2006,7,1.0,2.0,1.0,0.0,0,4.0,0,1,0,1,0,1,441.0,1.0,0,1,0
120000.0,183,2007,6,1.0,0.0,0.0,0.0,116,4.0,0,0,1,1,0,1,0.0,2.0,0,0,1
200000.0,184,2008,6,1.0,1.0,1.0,0.0,280,0.0,0,1,0,0,0,1,1362.0,1.0,238,1,0
127000.0,185,2006,6,2.0,1.0,1.0,0.0,104,0.0,0,0,0,0,0,1,504.0,1.0,0,1,0
475000.0,186,2006,6,3.0,1.0,2.0,0.0,0,3.0,0,1,0,2,0,1,1107.0,1.0,260,1,0
173000.0,187,2009,6,2.0,6.0,3.0,1.0,168,0.0,0,0,0,0,0,0,577.0,1.0,27,1,0
135000.0,188,2009,8,1.0,1.0,1.0,0.0,0,0.0,0,1,0,0,0,1,660.0,1.0,0,1,0
153337.0,189,2009,6,1.0,6.0,3.0,2.0,120,3.0,0,2,0,2,0,1,0.0,1.0,0,0,0
286000.0,190,2008,8,1.0,6.0,3.0,1.0,0,4.0,0,1,0,1,0,1,440.0,3.0,120,1,0
315000.0,191,2007,12,1.0,3.0,1.0,0.0,0,3.0,0,1,0,2,0,1,556.0,1.0,74,1,1
184000.0,192,2007,6,2.0,5.0,1.0,1.0,0,0.0,0,1,1,0,0,0,99.0,3.0,32,0,0
192000.0,193,2009,9,2.0,6.0,3.0,1.0,0,0.0,1,0,0,0,0,1,871.0,3.0,35,1,0
130000.0,194,2006,5,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,970.0,1.0,40,0,0
127000.0,195,2008,5,2.0,5.0,3.0,0.0,0,0.0,1,0,0,0,0,1,474.0,1.0,0,1,1
148500.0,196,2009,7,1.0,5.0,1.0,0.0,87,3.0,0,1,0,1,0,0,289.0,1.0,0,1,0
311872.0,197,2007,9,1.0,6.0,1.0,1.0,171,4.0,0,0,0,1,0,1,600.0,3.0,138,0,1
235000.0,198,2006,3,1.0,6.0,1.0,1.0,0,5.0,0,0,0,1,1,0,140.0,1.0,16,1,0
104000.0,199,2009,7,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,1,0,755.0,0.0,198,1,0
274900.0,200,2009,1,1.0,6.0,3.0,1.0,0,4.0,0,0,1,1,0,1,625.0,3.0,26,0,1
140000.0,201,2010,3,1.0,1.0,1.0,0.0,132,0.0,0,0,0,0,1,0,1121.0,2.0,64,1,0
171500.0,202,2008,2,1.0,5.0,1.0,0.0,238,2.0,0,0,0,2,0,1,276.0,1.0,83,1,0
112000.0,203,2006,5,1.0,2.0,1.0,0.0,0,0.0,0,0,0,0,1,0,0.0,1.0,0,1,0
149000.0,204,2008,1,1.0,6.0,3.0,1.0,149,4.0,1,0,1,1,0,1,186.0,2.0,0,0,0
110000.0,205,2009,4,1.0,2.0,1.0,0.0,0,0.0,0,1,0,0,0,1,408.0,1.0,35,1,0
180500.0,206,2009,5,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,1,0,1424.0,2.0,34,1,0
143900.0,207,2007,3,2.0,1.0,1.0,0.0,0,3.0,0,1,0,1,0,0,1140.0,2.0,30,1,0
141000.0,208,2008,4,2.0,5.0,1.0,1.0,355,1.0,0,0,0,1,0,1,375.0,2.0,0,1,0
277000.0,209,2007,4,2.0,6.0,4.0,1.0,60,4.0,0,1,1,1,0,1,92.0,3.0,55,0,0
145000.0,210,2008,7,1.0,3.0,1.0,1.0,0,0.0,0,0,0,0,0,1,305.0,2.0,0,0,1
98000.0,211,2008,4,1.0,3.0,1.0,1.0,0,0.0,0,0,0,0,0,1,396.0,0.0,0,1,0
186000.0,212,2010,3,1.0,6.0,2.0,0.0,100,0.0,0,0,0,0,1,0,1176.0,2.0,22,1,0
252678.0,213,2009,7,1.0,6.0,1.0,1.0,168,3.0,0,1,0,1,0,1,78.0,2.0,108,1,0
156000.0,214,2006,7,3.0,5.0,1.0,0.0,224,0.0,1,0,0,0,0,0,274.0,1.0,0,1,0
161750.0,215,2010,3,2.0,6.0,1.0,0.0,0,0.0,1,1,1,0,0,0,311.0,3.0,36,0,0
134450.0,216,2006,5,2.0,4.0,1.0,0.0,0,2.0,0,0,1,1,0,1,710.0,1.0,0,0,0
210000.0,217,2008,4,1.0,6.0,2.0,1.0,139,0.0,1,0,1,0,0,1,490.0,1.0,98,0,0
107000.0,218,2006,9,1.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,1,686.0,1.0,172,1,0
311500.0,219,2008,5,2.0,4.0,1.0,0.0,0,3.0,0,1,1,2,1,0,457.0,1.0,119,0,0
167240.0,220,2006,3,1.0,6.0,3.0,0.0,108,0.0,0,0,1,0,0,1,1232.0,3.0,0,0,0
204900.0,221,2006,4,2.0,1.0,2.0,0.0,351,0.0,1,0,0,0,0,1,1498.0,2.0,33,1,0
200000.0,222,2009,12,2.0,1.0,1.0,0.0,120,3.0,0,1,0,1,0,1,1010.0,2.0,46,1,0
179900.0,223,2006,2,1.0,5.0,1.0,1.0,209,3.0,0,1,0,1,0,1,163.0,2.0,208,1,0
97000.0,224,2009,3,1.0,5.0,1.0,0.0,216,0.0,0,0,0,0,0,0,160.0,1.0,0,1,0
386250.0,225,2009,6,1.0,6.0,4.0,0.0,248,5.0,0,0,1,1,0,1,2336.0,3.0,105,0,1
112000.0,226,2009,5,1.0,1.0,1.0,0.0,0,0.0,0,1,1,0,0,1,630.0,1.0,0,0,0
