SalePrice,Neighborhood_StoneBr,LandContour_HLS,Neighborhood_NoRidge,SaleType_New,Neighborhood_NridgHt,Neighborhood_CollgCr,MasVnrArea,GarageArea,Neighborhood_Gilbert,OverallQual,Condition1_Artery,KitchenQual,ExterQual,Neighborhood_Timber,FullBath,Neighborhood_Crawfor,LotShape,GrLivArea,WoodDeckSF,FireplaceQu
83000.0,0,0,0,0,0,0,0.0,366.0,0,5,0,3.0,3.0,0,1,0,1.0,835,0,0.0
128950.0,0,0,0,0,0,0,0.0,0.0,0,4,0,3.0,3.0,0,1,0,2.0,1225,352,0.0
205000.0,0,0,0,0,0,0,28.0,480.0,0,6,0,4.0,3.0,0,2,0,2.0,1610,168,3.0
178000.0,0,0,0,0,0,0,336.0,476.0,0,6,0,4.0,4.0,0,2,0,1.0,1732,192,3.0
118964.0,0,0,0,0,0,0,0.0,410.0,0,5,0,3.0,3.0,0,2,0,1.0,1535,0,0.0
198900.0,0,0,0,0,0,1,0.0,740.0,0,7,0,4.0,3.0,0,2,0,2.0,1226,0,0.0
169500.0,0,0,0,0,0,0,600.0,240.0,0,7,0,3.0,3.0,0,1,0,1.0,1818,0,3.0
250000.0,0,0,0,0,0,0,768.0,648.0,0,8,0,4.0,4.0,0,2,0,1.0,1992,140,4.0
100000.0,0,0,0,0,0,0,0.0,273.0,0,4,0,3.0,3.0,0,1,0,1.0,1047,0,0.0
115000.0,0,0,0,0,0,0,0.0,250.0,0,5,0,3.0,3.0,0,1,0,1.0,789,0,0.0
115000.0,0,0,0,0,0,0,0.0,0.0,0,5,1,2.0,3.0,0,2,0,1.0,1517,0,0.0
190000.0,0,0,0,0,0,0,480.0,546.0,0,6,0,3.0,3.0,0,2,0,2.0,1844,0,3.0
136900.0,0,0,0,0,0,0,0.0,325.0,0,6,0,3.0,3.0,0,2,0,1.0,1855,182,0.0
180000.0,0,0,0,0,0,0,0.0,400.0,1,7,0,3.0,3.0,0,2,0,2.0,1430,180,3.0
383970.0,0,0,0,1,0,1,220.0,792.0,0,7,0,5.0,4.0,0,2,0,1.0,2696,120,4.0
217000.0,0,0,0,0,0,0,184.0,450.0,0,6,0,4.0,3.0,0,2,1,1.0,2259,166,4.0
259500.0,0,0,0,0,0,0,0.0,180.0,0,6,0,4.0,3.0,0,2,1,2.0,2320,224,3.0
176000.0,0,0,0,0,0,0,1129.0,440.0,0,6,0,3.0,3.0,0,2,0,1.0,1458,0,2.0
139000.0,0,0,0,0,0,0,116.0,288.0,0,5,0,3.0,3.0,0,1,0,1.0,1092,0,1.0
155000.0,0,0,0,1,0,0,0.0,430.0,0,5,0,3.0,3.0,0,1,0,1.0,1125,80,0.0
320000.0,0,0,0,0,0,0,0.0,594.0,0,7,0,4.0,3.0,0,3,0,1.0,3222,367,3.0
163990.0,0,0,0,1,0,1,0.0,390.0,0,6,0,4.0,4.0,0,2,0,1.0,1456,0,4.0
180000.0,0,0,0,0,0,0,0.0,540.0,0,6,0,3.0,3.0,0,1,0,2.0,988,0,3.0
100000.0,0,0,0,0,0,0,0.0,264.0,0,4,0,3.0,3.0,0,1,0,1.0,1123,0,0.0
136000.0,0,0,0,0,0,0,135.0,288.0,0,6,0,3.0,3.0,0,1,0,1.0,1080,0,0.0
153900.0,0,0,0,0,0,0,0.0,530.0,0,6,0,4.0,4.0,0,2,0,1.0,1199,0,0.0
181000.0,0,0,0,0,0,0,0.0,435.0,0,6,0,3.0,3.0,0,2,0,2.0,1586,192,3.0
84500.0,0,0,0,0,0,0,0.0,0.0,0,6,0,3.0,3.0,0,1,0,1.0,754,53,0.0
128000.0,0,0,0,0,0,0,0.0,440.0,0,6,0,3.0,3.0,0,2,0,2.0,958,0,3.0
87000.0,0,0,0,0,0,0,0.0,0.0,0,5,0,3.0,3.0,0,1,0,2.0,840,0,3.0
155000.0,0,0,0,0,0,0,266.0,453.0,0,6,0,3.0,3.0,0,1,0,1.0,1348,188,2.0
150000.0,0,0,0,0,0,0,85.0,750.0,0,5,0,5.0,3.0,0,1,0,1.0,1053,0,0.0
226000.0,0,0,0,0,0,0,309.0,487.0,0,7,0,4.0,3.0,0,2,0,1.0,2157,105,4.0
244000.0,0,0,0,0,0,0,40.0,390.0,1,6,0,4.0,4.0,0,2,0,2.0,2054,24,3.0
150750.0,0,0,0,0,0,0,0.0,624.0,0,5,0,4.0,3.0,0,1,0,1.0,1327,0,0.0
220000.0,0,0,0,0,0,0,136.0,471.0,0,8,0,4.0,4.0,1,2,0,2.0,1296,192,0.0
180000.0,0,0,0,0,0,0,0.0,440.0,0,5,0,3.0,3.0,0,2,0,2.0,1721,0,3.0
174000.0,0,0,0,0,0,0,288.0,530.0,0,7,0,3.0,3.0,0,2,0,1.0,1682,98,4.0
143000.0,0,0,0,0,0,0,196.0,318.0,0,5,0,3.0,3.0,0,2,0,2.0,1214,0,2.0
171000.0,0,0,0,0,0,0,70.0,766.0,0,7,0,3.0,3.0,0,3,0,1.0,1959,0,0.0
230000.0,0,0,0,0,0,1,320.0,660.0,0,8,0,4.0,4.0,0,2,0,2.0,1852,224,3.0
231500.0,0,0,0,0,0,1,0.0,470.0,0,6,0,4.0,3.0,0,2,0,2.0,1764,276,0.0
115000.0,0,0,0,0,0,0,0.0,0.0,0,4,0,3.0,3.0,0,1,0,1.0,864,0,1.0
260000.0,0,0,0,0,0,1,0.0,660.0,0,7,0,4.0,4.0,0,2,0,1.0,1734,160,0.0
166000.0,0,0,0,0,0,0,0.0,720.0,0,5,1,3.0,3.0,0,2,0,1.0,1385,0,0.0
204000.0,0,0,0,0,0,1,183.0,577.0,0,7,0,4.0,4.0,0,2,0,2.0,1501,144,0.0
125000.0,0,0,0,0,0,0,336.0,504.0,0,5,0,3.0,3.0,0,2,0,1.0,1728,0,0.0
130000.0,0,0,0,0,0,0,50.0,380.0,0,6,0,4.0,4.0,0,2,0,1.0,1709,0,0.0
105000.0,0,0,0,0,0,0,0.0,180.0,0,5,0,3.0,3.0,0,1,0,1.0,875,48,0.0
222500.0,0,0,0,0,0,0,180.0,434.0,1,7,0,4.0,4.0,0,2,0,2.0,2035,144,4.0
141000.0,0,0,0,0,0,0,120.0,0.0,0,7,0,4.0,3.0,0,1,0,1.0,1080,0,0.0
115000.0,0,0,0,0,0,0,0.0,240.0,0,5,0,3.0,3.0,0,1,0,1.0,1344,200,0.0
122000.0,0,0,0,0,0,1,0.0,440.0,0,5,0,3.0,3.0,0,1,0,1.0,969,0,0.0
372402.0,0,0,0,1,1,0,436.0,866.0,0,8,0,4.0,4.0,0,2,0,1.0,1710,0,4.0
190000.0,0,0,0,0,0,0,252.0,495.0,0,6,0,3.0,3.0,0,2,0,2.0,1993,0,4.0
235000.0,0,0,0,0,0,0,0.0,564.0,0,6,0,3.0,3.0,0,1,0,1.0,1252,409,4.0
125000.0,0,0,0,0,0,0,0.0,312.0,0,6,0,3.0,3.0,0,1,0,1.0,1200,0,0.0
79000.0,0,0,0,0,0,0,0.0,0.0,0,6,1,3.0,3.0,0,1,0,1.0,1096,0,0.0
109500.0,0,0,0,0,0,0,0.0,625.0,0,5,0,3.0,3.0,0,1,0,1.0,1040,0,0.0
269500.0,0,0,0,1,0,0,84.0,680.0,0,8,0,5.0,4.0,1,2,0,1.0,1968,0,4.0
254900.0,0,0,0,0,0,0,0.0,678.0,0,7,0,4.0,4.0,0,2,0,1.0,1947,0,4.0
320000.0,0,1,0,1,0,0,456.0,576.0,1,7,0,4.0,4.0,0,2,0,2.0,2462,239,4.0
162500.0,0,0,0,0,0,0,0.0,516.0,0,6,0,3.0,3.0,0,2,0,2.0,1232,0,0.0
412500.0,0,0,0,0,1,0,664.0,726.0,0,9,0,5.0,4.0,0,2,0,2.0,2668,400,4.0
220000.0,0,0,0,1,1,0,226.0,532.0,0,7,0,4.0,4.0,0,2,0,1.0,1541,0,4.0
103200.0,0,0,0,0,0,0,0.0,0.0,0,4,0,3.0,3.0,0,1,0,1.0,882,0,0.0
152000.0,0,0,0,0,0,0,0.0,216.0,0,6,0,4.0,3.0,0,2,0,1.0,1616,0,0.0
127500.0,0,0,0,0,0,0,0.0,0.0,0,5,0,3.0,3.0,0,2,0,1.0,1355,140,0.0
190000.0,0,0,0,0,0,0,0.0,303.0,0,5,0,3.0,4.0,0,1,0,2.0,1867,476,4.0
325624.0,0,0,0,1,1,0,300.0,789.0,0,8,0,5.0,4.0,0,1,0,1.0,2161,178,4.0
183500.0,0,0,0,0,0,0,0.0,440.0,1,7,0,4.0,4.0,0,2,0,2.0,1720,100,4.0
228000.0,0,0,0,0,0,0,653.0,511.0,0,8,0,3.0,4.0,1,2,0,2.0,1707,574,3.0
128500.0,0,0,0,0,0,0,0.0,660.0,0,5,0,3.0,3.0,0,1,0,2.0,1382,237,0.0
215000.0,0,0,0,0,0,0,112.0,528.0,0,6,0,3.0,3.0,0,1,0,2.0,1656,210,4.0
239000.0,1,0,0,0,0,0,0.0,504.0,0,7,0,4.0,4.0,0,2,0,2.0,1767,441,3.0
163000.0,0,0,0,0,0,0,491.0,504.0,0,6,0,3.0,3.0,0,1,0,2.0,1362,0,3.0
184000.0,0,0,0,0,0,0,132.0,616.0,0,6,0,3.0,3.0,1,2,0,2.0,1651,192,3.0
243000.0,0,0,0,0,0,0,0.0,576.0,0,6,0,4.0,3.0,0,2,0,1.0,2158,0,4.0
211000.0,0,0,0,0,0,0,268.0,521.0,0,6,0,3.0,4.0,0,2,0,2.0,2060,0,3.0
172500.0,0,0,0,0,0,0,0.0,451.0,0,5,0,4.0,4.0,0,2,0,1.0,1920,0,4.0
501837.0,1,0,0,1,0,0,748.0,1166.0,0,9,0,5.0,5.0,0,2,0,2.0,2234,0,4.0
100000.0,0,0,0,0,0,0,0.0,480.0,0,5,0,3.0,4.0,0,1,0,1.0,968,0,0.0
177000.0,0,0,0,0,0,0,456.0,440.0,0,6,0,4.0,4.0,0,2,0,1.0,1525,0,3.0
200100.0,0,0,0,0,0,0,0.0,216.0,0,7,0,3.0,3.0,0,1,1,1.0,1802,0,4.0
120000.0,0,0,0,0,0,0,98.0,252.0,0,5,1,3.0,3.0,0,1,0,1.0,1340,116,4.0
200000.0,0,0,0,0,0,0,0.0,484.0,0,7,0,4.0,3.0,0,2,0,1.0,2082,280,0.0
127000.0,0,0,0,0,0,0,0.0,576.0,0,5,0,3.0,3.0,0,1,0,2.0,1252,104,0.0
475000.0,0,0,0,0,0,0,0.0,840.0,0,10,1,5.0,4.0,0,2,0,3.0,3608,0,3.0
173000.0,0,0,0,0,0,0,0.0,497.0,0,7,0,4.0,3.0,0,2,0,2.0,1217,168,0.0
135000.0,0,0,0,0,0,0,0.0,180.0,0,5,0,3.0,3.0,0,2,0,1.0,1656,0,0.0
153337.0,0,0,0,0,0,0,275.0,528.0,0,5,0,3.0,3.0,0,0,0,1.0,1224,120,3.0
286000.0,1,0,0,0,0,0,0.0,682.0,0,8,0,5.0,4.0,0,1,0,1.0,1593,0,4.0
315000.0,0,0,0,0,0,0,0.0,440.0,0,8,0,4.0,4.0,0,2,1,1.0,2727,0,3.0
184000.0,0,0,0,0,0,0,138.0,484.0,0,7,0,4.0,3.0,0,1,0,2.0,1479,0,0.0
192000.0,0,0,0,0,0,1,0.0,666.0,0,7,0,4.0,4.0,0,2,0,2.0,1431,0,0.0
130000.0,0,0,0,0,0,0,50.0,380.0,0,7,0,4.0,4.0,0,2,0,1.0,1709,0,0.0
127000.0,0,0,0,0,0,1,0.0,352.0,0,5,0,3.0,3.0,0,1,0,2.0,864,0,0.0
148500.0,0,0,0,0,0,0,0.0,440.0,0,6,0,3.0,3.0,0,2,0,1.0,1456,87,3.0
311872.0,0,0,0,1,0,0,205.0,786.0,0,7,0,5.0,5.0,0,2,0,1.0,1726,171,4.0
235000.0,0,0,0,0,0,0,0.0,795.0,0,8,1,4.0,4.0,0,2,0,1.0,3112,0,5.0
104000.0,0,0,0,0,0,0,0.0,0.0,0,6,0,3.0,3.0,0,1,0,1.0,2229,0,0.0
274900.0,0,0,0,0,1,0,262.0,856.0,0,8,0,5.0,4.0,0,2,0,1.0,1713,0,4.0
140000.0,0,0,0,0,0,0,0.0,440.0,0,4,0,3.0,3.0,0,2,0,1.0,1121,132,0.0
171500.0,0,0,0,0,0,0,0.0,473.0,0,6,0,3.0,3.0,0,2,0,1.0,1279,238,2.0
112000.0,0,0,0,0,0,0,0.0,398.0,0,6,1,3.0,3.0,0,2,0,1.0,1310,0,0.0
149000.0,0,0,0,0,0,1,205.0,420.0,0,6,0,4.0,4.0,0,1,0,1.0,848,149,4.0
110000.0,0,0,0,0,0,0,0.0,240.0,0,5,0,3.0,3.0,0,1,0,1.0,1284,0,0.0
180500.0,0,0,0,0,0,0,0.0,500.0,1,7,0,3.0,3.0,0,2,0,1.0,1442,0,0.0
143900.0,0,0,0,0,0,0,0.0,349.0,0,5,0,3.0,3.0,0,1,0,2.0,1696,0,3.0
141000.0,0,0,0,0,0,0,0.0,312.0,0,4,0,3.0,3.0,0,1,0,2.0,1100,355,1.0
277000.0,0,0,0,0,0,0,128.0,454.0,0,7,0,3.0,4.0,0,2,0,2.0,2062,60,4.0
145000.0,0,0,0,0,0,0,260.0,504.0,0,6,0,3.0,3.0,0,1,0,1.0,1092,0,0.0
98000.0,0,0,0,0,0,0,0.0,0.0,0,5,0,3.0,3.0,0,1,0,1.0,864,0,0.0
186000.0,0,0,0,0,0,0,0.0,460.0,0,6,0,4.0,3.0,0,2,0,1.0,1212,100,0.0
252678.0,0,0,0,1,0,0,0.0,644.0,0,7,0,4.0,3.0,0,2,0,1.0,1852,168,3.0
156000.0,0,0,0,0,0,1,0.0,576.0,0,5,0,3.0,3.0,0,1,0,3.0,990,224,0.0
161750.0,0,0,0,0,0,1,153.0,299.0,0,6,0,3.0,3.0,0,1,0,2.0,1392,0,0.0
134450.0,0,0,0,0,0,0,64.0,447.0,0,5,0,4.0,3.0,0,1,0,2.0,1236,0,2.0
210000.0,0,0,0,0,0,1,266.0,484.0,0,7,0,4.0,4.0,0,2,0,1.0,1436,139,0.0
107000.0,0,0,0,0,0,0,0.0,210.0,0,4,0,3.0,3.0,0,1,0,1.0,1328,0,0.0
311500.0,0,0,0,0,0,0,312.0,431.0,0,7,0,4.0,4.0,0,1,1,2.0,1954,0,3.0
167240.0,0,0,0,1,0,0,16.0,438.0,0,7,0,4.0,4.0,0,2,0,1.0,1248,108,0.0
204900.0,0,0,0,1,0,1,0.0,675.0,0,7,0,4.0,4.0,0,2,0,2.0,1498,351,0.0
200000.0,0,0,0,0,0,0,0.0,390.0,1,6,0,4.0,4.0,0,2,0,2.0,2267,120,3.0
179900.0,0,0,0,0,0,0,0.0,434.0,0,6,0,3.0,3.0,0,2,0,1.0,1552,209,3.0
97000.0,0,0,0,0,0,0,0.0,576.0,0,4,0,3.0,3.0,0,1,0,1.0,864,216,0.0
386250.0,0,0,0,0,1,0,922.0,968.0,0,10,0,5.0,5.0,0,2,0,1.0,2392,248,5.0
112000.0,0,0,0,0,0,0,142.0,280.0,0,5,0,3.0,3.0,0,2,0,1.0,1302,0,0.0
290000.0,0,0,1,0,0,0,290.0,721.0,0,7,0,4.0,4.0,0,2,0,2.0,2520,224,3.0
106000.0,0,0,0,0,0,0,127.0,280.0,0,6,0,3.0,3.0,0,1,0,1.0,987,0,0.0
125000.0,0,0,0,0,0,0,0.0,336.0,0,5,0,3.0,3.0,0,1,0,1.0,912,0,2.0
192500.0,0,0,0,0,0,0,16.0,430.0,0,7,0,4.0,4.0,0,2,0,1.0,1555,143,3.0
148000.0,0,0,0,0,0,0,220.0,312.0,0,6,0,3.0,3.0,0,1,0,1.0,1194,0,0.0
403000.0,0,0,1,0,0,0,506.0,810.0,0,8,0,5.0,4.0,0,2,0,2.0,2794,0,3.0
94500.0,0,0,0,0,0,0,297.0,288.0,0,6,0,3.0,3.0,0,1,0,1.0,987,0,1.0
128200.0,0,0,0,0,0,1,0.0,308.0,0,5,0,3.0,3.0,0,1,0,1.0,894,365,0.0
216500.0,0,0,0,0,0,0,0.0,440.0,1,6,0,4.0,4.0,0,2,0,1.0,1960,288,3.0
